,Player,Team,Position,Age,Date of Birth,Birth City,Birth State/Province,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Team,Draft Round,Round Pick,Overall Draft Position
234,Marc-Andre Gragnani,N.J,D,36,1987-03-11,Montreal,QC,CAN,CAN,75,205,2005,BUF,3,26,87
235,Cody Bass,NSH,C,36,1987-01-07,Owen sound,ON,CAN,CAN,72,205,2005,OTT,4,4,95
236,Chris Butler,STL,D,37,1986-10-27,St. Louis,MO,USA,USA,73,196,2005,BUF,4,5,96
237,Chris VandeVelde,PHI,C,36,1987-03-15,Moorhead,MN,USA,USA,74,190,2005,EDM,4,6,97
238,Jared Boll,CBJ,R,37,1986-05-13,Charlotte,NC,USA,USA,75,206,2005,CBJ,4,10,101
239,Niklas Hjalmarsson,CHI,D,36,1987-06-06,Eksjo,,SWE,SWE,75,197,2005,CHI,4,17,108
240,Darren Helm,DET,C,36,1987-01-21,St. Andrews,MB,CAN,CAN,72,192,2005,DET,5,7,132
241,Nathan Gerbe,CAR,C,36,1987-07-24,Oxford,MI,USA,USA,64,176,2005,BUF,5,17,142
242,Cal O'Reilly,BUF,C,37,1986-09-30,Toronto,ON,CAN,CAN,72,188,2005,NSH,5,25,150
243,Mark Fayne,EDM,D,36,1987-05-15,Nashua,NH,USA,USA,75,209,2005,N.J,5,30,155
244,Ryan Reaves,STL,R,36,1987-01-20,Winnipeg,MB,CAN,CAN,74,225,2005,STL,5,31,156
245,Joe Vitale,ARI,C,38,1985-08-20,St. Louis,MO,USA,USA,71,205,2005,PIT,7,1,195
246,Colin Greening,"OTT, TOR",C,37,1986-03-09,St. John's,NL,CAN,CAN,74,210,2005,OTT,7,10,204
247,Anton Stralman,T.B,D,37,1986-08-01,Tibro,,SWE,SWE,71,193,2005,TOR,7,22,216
248,Patric Hornqvist,PIT,R,36,1987-01-01,Sollentuna,,SWE,SWE,71,189,2005,NSH,7,36,230
249,Mike Angelidis,T.B,L,38,1985-06-27,Woodbridge,ON,CAN,CAN,73,214,-,-,-,-,-
250,Andrew Desjardins,CHI,L,37,1986-07-27,Lively,ON,CAN,CAN,73,195,-,-,-,-,-
251,Dan Girardi,NYR,D,39,1984-04-29,Welland,ON,CAN,CAN,73,212,-,-,-,-,-
252,David Desharnais,MTL,C,37,1986-09-14,Laurier-Station,QC,CAN,CAN,67,180,-,-,-,-,-
253,Bracken Kearns,NYI,C,42,1981-05-12,North Vancouver,BC,CAN,CAN,72,188,-,-,-,-,-
254,Andy Greene,N.J,D,41,1982-10-30,Trenton,MI,USA,USA,71,190,-,-,-,-,-
255,Stephen Gionta,N.J,R,40,1983-10-09,Rochester,NY,USA,USA,67,177,-,-,-,-,-
256,Bryan Little,WPG,C,36,1987-11-12,Edmonton,AB,CAN,CAN,72,191,2006,ATL,1,12,12
257,Alex Biega,VAN,D,35,1988-04-04,Montreal,QC,CAN,CAN,70,195,2006,BUF,5,24,147
258,Brad Marchand,BOS,L,35,1988-05-11,Halifax,NS,CAN,CAN,69,176,2006,BOS,3,8,71
259,Nick Foligno,CBJ,L,36,1987-10-31,Buffalo,NY,USA,USA,72,210,2006,OTT,1,28,28
260,Mike Weber,"BUF, WSH",D,35,1987-12-16,Pittsburgh,PA,USA,USA,74,188,2006,BUF,2,27,57
261,Bud Holloway,MTL,C,35,1988-03-01,Wapella,SK,CAN,CAN,72,194,2006,L.A,3,23,86
262,Derek Dorsett,VAN,R,36,1986-12-20,Kindersley,SK,CAN,CAN,72,192,2006,CBJ,7,6,189
263,Erik Johnson,COL,D,35,1988-03-21,Bloomington,MN,USA,USA,76,225,2006,STL,1,1,1
264,Kyle Okposo,NYI,R,35,1988-04-16,St. Paul,MN,USA,USA,72,218,2006,NYI,1,7,7
265,Trevor Lewis,L.A,C,36,1987-01-08,Salt Lake City,UT,USA,USA,73,201,2006,L.A,1,17,17
266,Leo Komarov,TOR,C,36,1987-01-23,Narva,,EST,FIN,71,205,2006,TOR,6,27,180
267,Jamie McGinn,"ANA, BUF",L,35,1988-08-05,Fergus,ON,CAN,CAN,73,205,2006,S.J,2,6,36
268,Ryan White,PHI,C,35,1988-03-17,Brandon,MB,CAN,CAN,72,200,2006,MTL,3,3,66
269,Eric Gryba,EDM,D,35,1988-04-14,Saskatoon,SK,CAN,CAN,76,222,2006,OTT,3,5,68
270,Milan Lucic,L.A,L,35,1988-06-07,Vancouver,BC,CAN,CAN,75,240,2006,BOS,2,20,50
271,Jiri Tlusty,N.J,L,35,1988-03-16,Slany,,CZE,CZE,72,205,2006,TOR,1,13,13
272,Chris Stewart,ANA,R,36,1987-10-30,Toronto,ON,CAN,CAN,74,242,2006,COL,1,18,18
273,Matt Beleskey,BOS,L,35,1988-06-07,Windsor,ON,CAN,CAN,72,207,2006,ANA,4,19,112
274,Cal Clutterbuck,NYI,R,36,1987-11-18,Welland,ON,CAN,CAN,72,212,2006,MIN,3,9,72
275,Jeff Petry,MTL,D,36,1987-12-09,Ann Arbor,MI,USA,USA,75,209,2006,EDM,2,15,45
276,Claude Giroux,PHI,C,35,1988-01-12,Hearst,ON,CAN,CAN,71,190,2006,PHI,1,22,22
277,Jordan Staal,CAR,C,35,1988-09-10,Thunder Bay,ON,CAN,CAN,76,220,2006,PIT,1,2,2
278,Patrik Berglund,STL,C,35,1988-06-02,Västerås,,SWE,SWE,76,215,2006,STL,1,25,25
279,Viktor Stalberg,NYR,L,37,1986-01-17,Gothenburg,,SWE,SWE,75,209,2006,TOR,6,8,161
280,Tom Sestito,PIT,L,36,1987-09-28,Rome,NY,USA,USA,77,228,2006,CBJ,3,22,85
281,Derick Brassard,NYR,C,36,1987-09-22,Hull,QC,CAN,CAN,73,200,2006,CBJ,1,6,6
282,Michael Grabner,TOR,R,36,1987-10-05,Villach,,AUT,AUT,73,188,2006,VAN,1,14,14
283,Phil Kessel,PIT,R,36,1987-10-02,Madison,WI,USA,USA,71,208,2006,BOS,1,5,5
284,Andrew Bodnarchuk,"CBJ, COL",D,35,1988-07-11,Drumheller,AB,CAN,CAN,71,195,2006,BOS,5,5,128
285,Korbinian Holzer,ANA,D,35,1988-02-16,Munich,,DEU,DEU,75,213,2006,TOR,4,18,111
286,John McCarthy,S.J,C,37,1986-08-09,Boston,MA,USA,USA,73,195,2006,S.J,7,19,202
287,Nicklas Backstrom,WSH,C,36,1987-11-23,Gävle,,SWE,SWE,73,202,2006,WSH,1,4,4
288,Michael Frolik,CGY,R,35,1988-02-17,Kladno,,CZE,CZE,73,186,2006,FLA,1,10,10
289,Brian Strait,NYI,D,35,1988-01-04,Waltham,MA,USA,USA,73,188,2006,PIT,3,2,65
290,Jamie McBain,L.A,D,35,1988-02-25,Edina,MN,USA,USA,73,195,2006,CAR,2,33,63
291,Artem Anisimov,CHI,C,35,1988-05-24,Yaroslavl,,RUS,RUS,76,199,2006,NYR,2,24,54
292,Shawn Matthias,"COL, TOR",L,35,1988-02-19,Mississauga,ON,CAN,CAN,76,231,2006,DET,2,17,47
293,Nikolay Kulemin,NYI,L,37,1986-07-14,Magnitogorsk,,RUS,RUS,73,228,2006,TOR,2,14,44
294,Andrew MacDonald,PHI,D,37,1986-09-07,Judique,NS,CAN,CAN,73,204,2006,NYI,6,7,160
295,Erik Condra,T.B,R,37,1986-08-06,Trenton,MI,USA,USA,71,185,2006,OTT,7,28,211
296,Chris Summers,NYR,D,35,1988-02-05,Ann Arbor,MI,USA,USA,74,207,2006,PHX,1,29,29
297,Jonathan Toews,CHI,C,35,1988-04-29,Winnipeg,MB,CAN,CAN,74,201,2006,CHI,1,3,3
298,Mathieu Perreault,WPG,C,35,1988-01-05,Drummondville,QC,CAN,CAN,70,189,2006,WSH,6,24,177
299,Ryan Carter,MIN,L,40,1983-08-03,White Bear Lake,MN,USA,USA,73,205,-,-,-,-,-
300,Victor Bartley,"MTL, NSH",D,35,1988-02-17,Ottawa,ON,CAN,CAN,72,217,-,-,-,-,-
301,David Schlemko,N.J,D,36,1987-05-07,Edmonton,AB,CAN,CAN,73,191,-,-,-,-,-
302,John Scott,"ARI, MTL",L,41,1982-09-26,Edmonton,AB,CAN,CAN,80,260,-,-,-,-,-
303,Mark Letestu,EDM,C,38,1985-02-04,Elk Point,AB,CAN,CAN,70,195,-,-,-,-,-
304,Ben Lovejoy,PIT,D,39,1984-02-20,Concord,NH,USA,USA,73,205,-,-,-,-,-
305,Teddy Purcell,"EDM, FLA",L,38,1985-09-08,St. John's,NL,CAN,CAN,74,195,-,-,-,-,-
306,Rob Klinkhammer,EDM,L,37,1986-08-12,Lethbridge,AB,CAN,CAN,75,214,-,-,-,-,-
307,Alex Killorn,T.B,L,34,1989-09-14,Halifax,NS,CAN,CAN,73,194,2007,T.B,3,16,77
308,Luke Gazdic,EDM,L,34,1989-07-25,Toronto,ON,CAN,CAN,76,225,2007,DAL,6,21,172
309,Karl Alzner,WSH,D,35,1988-09-24,Burnaby,BC,CAN,CAN,75,213,2007,WSH,1,5,5
310,Justin Falk,CBJ,D,35,1988-10-11,Snowflake,MB,CAN,CAN,77,223,2007,MIN,4,19,110
311,Jamie Benn,DAL,L,34,1989-07-18,Victoria,BC,CAN,CAN,74,205,2007,DAL,5,8,129
312,Steven Kampfer,FLA,D,35,1988-09-24,Ann Arbor,MI,USA,USA,71,198,2007,ANA,4,2,93
313,Alex Grant,ARI,D,34,1989-01-20,Antigonish,NS,CAN,CAN,75,210,2007,PIT,4,27,118
314,Paul Carey,WSH,C,35,1988-09-24,Boston,MA,USA,USA,73,200,2007,COL,5,14,135
315,Nick Bonino,PIT,C,35,1988-04-20,Hartford,CT,USA,USA,73,195,2007,S.J,6,22,173
316,Ian Cole,PIT,D,34,1989-02-21,Ann Arbor,MI,USA,USA,73,225,2007,STL,1,18,18
317,Tommy Cross,BOS,D,34,1989-09-12,Hartford,CT,USA,USA,75,205,2007,BOS,2,5,35
318,Jim O'Brien,N.J,C,34,1989-01-29,Maplewood,MN,USA,USA,75,195,2007,OTT,1,29,29
319,Eric Tangradi,DET,L,34,1989-02-10,Philadelphia,PA,USA,USA,76,226,2007,ANA,2,12,42
320,Justin Braun,S.J,D,36,1987-02-10,Minneapolis,MN,USA,USA,74,205,2007,S.J,7,20,201
321,Kevin Shattenkirk,STL,D,34,1989-01-29,New Rochelle,NY,USA,USA,72,212,2007,COL,1,14,14
322,Patrick Maroon,"ANA, EDM",L,35,1988-04-23,St. Louis,MO,USA,USA,75,234,2007,PHI,6,10,161
323,James van Riemsdyk,TOR,L,34,1989-05-04,Middletown,NJ,USA,USA,75,208,2007,PHI,1,2,2
324,Paul Byron,MTL,L,34,1989-04-27,Ottawa,ON,CAN,CAN,69,164,2007,BUF,6,28,179
325,Sam Gagner,PHI,C,34,1989-08-10,London,ON,CAN,CAN,71,201,2007,EDM,1,6,6
326,Chris Terry,CAR,L,34,1989-04-07,Brampton,ON,CAN,CAN,70,191,2007,CAR,5,11,132
327,Logan Couture,S.J,C,34,1989-03-28,Guelph,ON,CAN,CAN,73,206,2007,S.J,1,9,9
328,P.K. Subban,MTL,D,34,1989-05-13,Toronto,ON,CAN,CAN,72,210,2007,MTL,2,13,43
329,Anthony Peluso,WPG,R,34,1989-04-18,North York,ON,CAN,CAN,75,225,2007,STL,6,9,160
330,Riley Nash,CAR,C,34,1989-05-09,Consort,AB,CAN,CAN,74,188,2007,EDM,1,21,21
331,Thomas Hickey,NYI,D,34,1989-02-08,Calgary,AB,CAN,CAN,72,185,2007,L.A,1,4,4
332,Kyle Turris,OTT,C,34,1989-08-14,New Westminster,BC,CAN,CAN,73,190,2007,PHX,1,3,3
333,Paul Postma,WPG,D,34,1989-02-22,Red Deer,AB,CAN,CAN,75,195,2007,ATL,7,24,205
334,Brad Malone,CAR,C,34,1989-05-20,Miramichi,NB,CAN,CAN,74,217,2007,COL,4,14,105
335,Brendan Smith,DET,D,34,1989-02-08,Mimico,ON,CAN,CAN,74,200,2007,DET,1,27,27
336,Brandon Sutter,VAN,C,34,1989-02-14,Huntington,NY,USA,CAN,75,190,2007,CAR,1,11,11
337,Matt Halischuk,WPG,R,35,1988-06-01,Toronto,ON,CAN,CAN,72,180,2007,N.J,4,26,117
338,Nick Spaling,"S.J, TOR",C,35,1988-09-19,Palmerston,ON,CAN,CAN,73,198,2007,NSH,2,28,58
339,Colton Sceviour,DAL,C,34,1989-04-20,Red Deer,AB,CAN,CAN,72,190,2007,DAL,4,21,112
340,Dwight King,L.A,L,34,1989-07-05,Meadow Lake,SK,CAN,CAN,76,229,2007,L.A,4,18,109
341,David Perron,"ANA, PIT",L,35,1988-05-28,Sherbrooke,QC,CAN,CAN,73,196,2007,STL,1,26,26
342,TJ Brennan,TOR,D,34,1989-04-03,Willingboro,NJ,USA,USA,73,216,2007,BUF,2,1,31
343,Carl Gunnarsson,STL,D,37,1986-11-09,Orebro,,SWE,SWE,74,198,2007,TOR,7,13,194
344,Yannick Weber,VAN,D,35,1988-09-23,Morges,,CHE,CHE,71,200,2007,MTL,3,12,73
345,Dustin Jeffrey,ARI,L,35,1988-02-27,Sarnia,ON,CAN,CAN,73,205,2007,PIT,6,20,171
346,Patrick Kane,CHI,R,35,1988-11-19,Buffalo,NY,USA,USA,70,177,2007,CHI,1,1,1
347,Robert Bortuzzo,STL,D,34,1989-03-18,Thunder Bay,ON,CAN,CAN,76,216,2007,PIT,3,17,78
348,Mikael Backlund,CGY,C,34,1989-03-17,Vasteras,,SWE,SWE,72,206,2007,CGY,1,24,24
349,Ryan McDonagh,NYR,D,34,1989-06-13,St. Paul,MN,USA,USA,73,215,2007,MTL,1,12,12
350,Max Pacioretty,MTL,L,35,1988-11-20,New Canaan,CT,USA,USA,74,217,2007,MTL,1,22,22
351,Jakub Voracek,PHI,R,34,1989-08-15,Kladno,,CZE,CZE,74,216,2007,CBJ,1,7,7
352,Jake Muzzin,L.A,D,34,1989-02-21,Woodstock,ON,CAN,CAN,75,227,2007,PIT,5,20,141
353,Alec Martinez,L.A,D,36,1987-07-26,Rochester Hills,MI,USA,USA,73,210,2007,L.A,4,4,95
354,Joakim Andersson,DET,C,34,1989-02-05,Munkedal,,SWE,SWE,74,211,2007,DET,3,27,88
355,Carl Hagelin,"ANA, PIT",L,35,1988-08-23,Sodertalje,,SWE,SWE,72,183,2007,NYR,6,17,168
356,Lars Eller,MTL,C,34,1989-05-08,Rodovre,,DNK,DNK,74,205,2007,STL,1,13,13
357,Wayne Simmonds,PHI,R,35,1988-08-26,Scarborough,ON,CAN,CAN,74,184,2007,L.A,2,31,61
358,Nick Holden,COL,D,36,1987-05-15,St. Albert,AB,CAN,CAN,76,210,-,-,-,-,-
359,Jason Demers,DAL,D,35,1988-06-09,Dorval,QC,CAN,CAN,73,195,2008,S.J,7,5,186
360,Micheal Haley,S.J,C,37,1986-03-30,Guelph,ON,CAN,CAN,71,213,-,-,-,-,-
361,Zack Smith,OTT,C,35,1988-04-05,Maple Creek,SK,CAN,CAN,74,208,2008,OTT,3,18,79
362,Jay Beagle,WSH,C,38,1985-10-16,Calgary,AB,CAN,CAN,75,210,-,-,-,-,-
363,Michael Kostka,OTT,D,38,1985-11-28,Etobicoke,ON,CAN,CAN,73,210,-,-,-,-,-
364,Bryan Lerg,S.J,C,37,1986-01-20,Livonia,MI,USA,USA,70,175,-,-,-,-,-
365,Jason Garrison,T.B,D,39,1984-11-13,White Rock,BC,CAN,CAN,73,218,-,-,-,-,-
366,Eric Selleck,ARI,L,36,1987-10-20,Brockville,ON,CAN,CAN,74,208,-,-,-,-,-
367,Drew Doughty,L.A,D,34,1989-12-08,London,ON,CAN,CAN,73,210,2008,L.A,1,2,2
368,Steven Stamkos,T.B,C,33,1990-02-07,Markham,ON,CAN,CAN,72,182,2008,T.B,1,1,1
369,Alex Pietrangelo,STL,D,33,1990-01-18,King City,ON,CAN,CAN,75,215,2008,STL,1,4,4
370,Zach Bogosian,BUF,D,33,1990-07-15,Massena,NY,USA,USA,74,222,2008,ATL,1,3,3
371,Luke Schenn,"L.A, PHI",D,34,1989-11-02,Saskatoon,SK,CAN,CAN,74,225,2008,TOR,1,5,5
372,Colin Wilson,NSH,"C, L",34,1989-10-20,Greenwich,CT,USA,USA,73,215,2008,NSH,1,7,7
373,Cody Hodgson,NSH,C,33,1990-02-18,Toronto,ON,CAN,CAN,72,191,2008,VAN,1,10,10
374,Mikkel Boedker,"ARI, COL",L,33,1989-12-16,Brondby,,DNK,DNK,72,207,2008,PHX,1,8,8
375,Josh Bailey,NYI,R,34,1989-10-02,Bowmanville,ON,CAN,CAN,73,200,2008,NYI,1,9,9
376,Tyler Myers,WPG,D,33,1990-02-01,Houston,TX,USA,CAN,80,229,2008,BUF,1,12,12
377,Joe Colborne,CGY,C,33,1990-01-30,Calgary,AB,CAN,CAN,77,221,2008,BOS,1,16,16
378,Erik Karlsson,OTT,D,33,1990-05-31,Landsbro,,SWE,SWE,72,190,2008,OTT,1,15,15
379,Luca Sbisa,VAN,D,33,1990-01-30,Ozieri,,ITA,CHE,74,206,2008,PHI,1,19,19
380,Jake Gardiner,TOR,D,33,1990-07-04,Minnetonka,MN,USA,USA,74,203,2008,ANA,1,17,17
381,Michael Del Zotto,PHI,D,33,1990-06-24,Stouffville,ON,CAN,CAN,72,195,2008,NYR,1,20,20
382,Jordan Eberle,EDM,"C, R",33,1990-05-15,Regina,SK,CAN,CAN,71,190,2008,EDM,1,22,22
383,Viktor Tikhonov,"ARI, CHI",R,35,1988-05-12,Riga,,LVA,RUS,74,189,2008,PHX,1,28,28
384,Tyler Ennis,BUF,"C, L",34,1989-10-06,Edmonton,AB,CAN,CAN,69,160,2008,BUF,1,26,26
385,John Carlson,WSH,D,33,1990-01-10,Natick,MA,USA,USA,75,215,2008,WSH,1,27,27
386,Cody Goloubef,CBJ,D,34,1989-11-30,Mississauga,ON,CAN,CAN,73,190,2008,CBJ,2,7,37
387,Roman Josi,NSH,D,33,1990-06-01,Bern,,CHE,CHE,73,201,2008,NSH,2,8,38
388,Justin Schultz,"EDM, PIT",D,33,1990-07-06,Kelowna,BC,CAN,CAN,74,190,2008,ANA,2,13,43
389,Aaron Ness,WSH,D,33,1990-05-18,Roseau,MN,USA,USA,70,184,2008,NYI,2,10,40
390,Patrick Wiercioch,OTT,D,33,1990-09-12,Burnaby,BC,CAN,CAN,77,202,2008,OTT,2,12,42
391,Zac Dalpe,MIN,C,34,1989-11-01,Paris,ON,CAN,CAN,74,197,2008,CAR,2,15,45
392,Travis Hamonic,NYI,D,33,1990-08-16,St. Malo,MB,CAN,CAN,73,200,2008,NYI,2,23,53
393,Derek Stepan,NYR,C,33,1990-06-18,Hastings,MN,USA,USA,71,196,2008,NYR,2,21,51
394,Patrice Cormier,WPG,C,33,1990-06-14,Moncton,NB,CAN,CAN,74,215,2008,N.J,2,24,54
395,Marco Scandella,MIN,D,33,1990-02-23,Montreal,QC,CAN,CAN,75,212,2008,MIN,2,25,55
396,Jimmy Hayes,BOS,R,34,1989-11-21,Dorchester,MA,USA,USA,77,215,2008,TOR,2,30,60
397,Jori Lehtera,STL,C,35,1987-12-23,Helsinki,,FIN,FIN,74,212,2008,STL,3,4,65
398,Michael Stone,ARI,D,33,1990-06-07,Winnipeg,MB,CAN,CAN,75,210,2008,PHX,3,8,69
399,Andrew Campbell,TOR,D,35,1988-02-04,Caledonia,ON,CAN,CAN,76,205,2008,L.A,3,13,74
400,Adam Henrique,N.J,C,33,1990-02-06,Brantford,ON,CAN,CAN,72,195,2008,N.J,3,21,82
401,Lance Bouma,CGY,C,33,1990-03-25,Provost,AB,CAN,CAN,74,208,2008,CGY,3,17,78
402,David Warsofsky,"N.J, PIT",D,33,1990-05-30,Marshfield,MA,USA,USA,69,170,2008,STL,4,4,95
403,Michal Jordan,CAR,D,33,1990-07-17,Zlin,,CZE,CZE,73,195,2008,CAR,4,14,105
404,Dale Weise,"CHI, MTL",R,35,1988-08-05,Winnipeg,MB,CAN,CAN,74,196,2008,NYR,4,20,111
405,TJ Brodie,CGY,D,33,1990-06-07,Chatham,ON,CAN,CAN,74,187,2008,CGY,4,23,114
406,Gustav Nyquist,DET,R,34,1989-09-01,Halmstad,,SWE,SWE,71,180,2008,DET,4,30,121
407,Derek Grant,CGY,C,33,1990-04-20,Abbotsford,BC,CAN,CAN,75,210,2008,OTT,4,28,119
408,Matt Calvert,CBJ,L,33,1989-12-24,Brandon,MB,CAN,CAN,71,186,2008,CBJ,5,6,127
409,Greg Pateryn,MTL,D,33,1990-06-20,Sterling Heights,MI,USA,USA,75,212,2008,TOR,5,7,128
410,Mark Borowiecki,OTT,D,34,1989-07-12,Ottawa,ON,CAN,CAN,74,204,2008,OTT,5,18,139
411,Brent Regner,FLA,D,34,1989-05-17,Westlock,AB,CAN,CAN,71,189,2008,CBJ,5,16,137
412,Matt Martin,NYI,L,34,1989-05-08,Windsor,ON,CAN,CAN,75,220,2008,NYI,5,27,148
413,Cam Atkinson,CBJ,R,34,1989-06-05,Riverside,CT,USA,USA,68,176,2008,CBJ,6,6,157
414,Jared Spurgeon,MIN,D,34,1989-11-29,Edmonton,AB,CAN,CAN,69,166,2008,NYI,6,5,156
415,Mark Barberio,MTL,D,33,1990-03-23,Montreal,QC,CAN,CAN,73,200,2008,T.B,6,1,152
416,Luke Witkowski,T.B,D,33,1990-04-14,Holland,MI,USA,USA,74,210,2008,T.B,6,9,160
417,Ben Smith,"S.J, TOR",R,35,1988-07-11,Winston-Salem,NC,USA,USA,71,203,2008,CHI,6,18,169
418,Zac Rinaldo,BOS,C,33,1990-06-15,Mississauga,ON,CAN,CAN,70,192,2008,PHI,6,27,178
419,Tommy Wingels,S.J,C,35,1988-04-12,Evanston,IL,USA,USA,72,200,2008,S.J,6,26,177
420,Zach Redmond,COL,D,35,1988-07-26,Traverse City,MI,USA,USA,74,212,2008,ATL,7,3,184
421,Sean Collins,WSH,C,34,1988-12-29,Saskatoon,SK,CAN,CAN,73,198,2008,CBJ,7,6,187
422,Matt Bartkowski,VAN,D,35,1988-06-04,Pittsburgh,PA,USA,USA,73,201,2008,FLA,7,9,190
423,Dalton Prout,CBJ,D,33,1990-03-13,Kingsville,ON,CAN,CAN,75,215,2010,CBJ,6,4,154
424,Jordie Benn,DAL,D,36,1987-07-26,Victoria,BC,CAN,CAN,74,201,-,-,-,-,-
425,Antoine Roussel,DAL,L,34,1989-11-21,Roubaix,,FRA,FRA,71,200,-,-,-,-,-
426,Brandon Mashinter,CHI,L,35,1988-09-20,Bradford,ON,CAN,CAN,76,212,-,-,-,-,-
427,Tyler Johnson,T.B,C,33,1990-07-29,Spokane,WA,USA,USA,68,185,-,-,-,-,-
428,Mike Hoffman,OTT,L,34,1989-11-24,Kitchener,ON,CAN,CAN,72,190,2009,OTT,5,9,130
429,Matt Taormina,T.B,D,37,1986-10-20,Warren,MI,USA,USA,70,188,-,-,-,-,-
430,Tyler Bozak,TOR,C,37,1986-03-19,Regina,SK,CAN,CAN,73,187,-,-,-,-,-
431,Zach Sill,WSH,C,35,1988-05-24,Truro,NS,CAN,CAN,72,214,-,-,-,-,-
432,Jordan Schroeder,MIN,C,33,1990-09-29,Lakeville,MN,USA,USA,69,170,2009,VAN,1,22,22
433,Marcus Johansson,WSH,L,33,1990-10-06,Landskrona,,SWE,SWE,73,203,2009,WSH,1,24,24
434,Jordan Caron,STL,R,33,1990-11-02,Sayabec,QC,CAN,CAN,75,204,2009,BOS,1,25,25
435,Kyle Palmieri,N.J,R,32,1991-02-01,Smithtown,NY,USA,USA,71,198,2009,ANA,1,26,26
436,Dylan Olsen,FLA,D,32,1991-01-03,Salt Lake City,UT,USA,CAN,74,223,2009,CHI,1,28,28
437,Simon Despres,ANA,D,32,1991-07-27,Laval,QC,CAN,CAN,76,218,2009,PIT,1,30,30
438,Landon Ferraro,"BOS, DET",C,32,1991-08-08,Trail,BC,CAN,CAN,72,173,2009,DET,2,2,32
439,Ryan O'Reilly,BUF,C,32,1991-02-07,Clinton,ON,CAN,CAN,73,207,2009,COL,2,3,33
440,Kyle Clifford,L.A,L,32,1991-01-13,Ayr,ON,CAN,CAN,74,217,2009,L.A,2,5,35
441,Chris Brown,WSH,R,32,1991-02-03,Flower Mound,TX,USA,USA,74,188,2009,PHX,2,6,36
442,Alex Chiasson,OTT,R,33,1990-10-01,Montreal,QC,CAN,CAN,76,208,2009,DAL,2,8,38
443,Jakob Silfverberg,ANA,R,33,1990-10-13,Gävle,,SWE,SWE,73,207,2009,OTT,2,9,39
444,Anton Lander,EDM,C,32,1991-04-24,Sundsvall,,SWE,SWE,72,184,2009,EDM,2,10,40
445,John Tavares,NYI,C,33,1990-09-20,Mississauga,ON,CAN,CAN,73,216,2009,NYI,1,1,1
446,Victor Hedman,T.B,D,32,1990-12-18,Ornskoldsvik,,SWE,SWE,79,244,2009,T.B,1,2,2
447,Matt Duchene,COL,C,32,1991-01-16,Haliburton,ON,CAN,CAN,71,195,2009,COL,1,3,3
448,Evander Kane,BUF,L,32,1991-08-02,Vancouver,BC,CAN,CAN,74,210,2009,ATL,1,4,4
449,Brayden Schenn,PHI,C,32,1991-08-22,Saskatoon,SK,CAN,CAN,73,199,2009,L.A,1,5,5
450,Oliver Ekman-Larsson,ARI,D,32,1991-07-17,Karlskrona,,SWE,SWE,74,200,2009,PHX,1,6,6
451,Nazem Kadri,TOR,C,33,1990-10-06,London,ON,CAN,CAN,72,185,2009,TOR,1,7,7
452,Jared Cowen,OTT,D,32,1991-01-25,Saskatoon,SK,CAN,CAN,77,238,2009,OTT,1,9,9
453,Magnus Paajarvi,STL,L,32,1991-04-12,Norrkoping,,SWE,SWE,75,206,2009,EDM,1,10,10
454,Ryan Ellis,NSH,D,32,1991-01-03,Hamilton,ON,CAN,CAN,70,180,2009,NSH,1,11,11
455,Calvin de Haan,NYI,D,32,1991-05-09,Carp,ON,CAN,CAN,73,195,2009,NYI,1,12,12
456,Zack Kassian,EDM,R,32,1991-01-24,Windsor,ON,CAN,CAN,75,211,2009,BUF,1,13,13
457,Dmitry Kulikov,FLA,D,33,1990-10-29,Lipetsk,,RUS,RUS,73,201,2009,FLA,1,14,14
458,Peter Holland,TOR,C,32,1991-01-14,Toronto,ON,CAN,CAN,74,193,2009,ANA,1,15,15
459,Nick Leddy,NYI,D,32,1991-03-20,Eden Prairie,MN,USA,USA,72,205,2009,MIN,1,16,16
460,David Rundblad,CHI,D,33,1990-10-08,Lycksele,,SWE,SWE,74,187,2009,STL,1,17,17
461,Chris Kreider,NYR,L,32,1991-04-30,Boxford,MA,USA,USA,75,230,2009,NYR,1,19,19
462,Jacob Josefson,N.J,C,32,1991-03-02,Stockholm,,SWE,SWE,72,196,2009,N.J,1,20,20
463,John Moore,N.J,D,33,1990-11-19,Winnetka,IL,USA,USA,75,207,2009,CBJ,1,21,21
464,Brayden McNabb,L.A,D,32,1991-01-21,Davidson,SK,CAN,CAN,76,215,2009,BUF,3,5,66
465,Reilly Smith,FLA,R,32,1991-04-01,Toronto,ON,CAN,CAN,73,185,2009,DAL,3,8,69
466,Taylor Beck,NYI,L,32,1991-05-13,St. Catharines,ON,CAN,CAN,74,203,2009,NSH,3,9,70
467,Tomas Tatar,DET,L,33,1990-12-01,Ilava,,SVK,SVK,70,173,2009,DET,2,30,60
468,Philip Samuelsson,ARI,D,32,1991-07-26,Leksand,,SWE,SWE,74,194,2009,PIT,2,31,61
469,Tyson Barrie,COL,D,32,1991-07-26,Victoria,BC,CAN,CAN,71,197,2009,COL,3,3,64
470,Eric Gelinas,"COL, N.J",D,32,1991-05-08,Vanier,ON,CAN,CAN,76,215,2009,N.J,2,24,54
471,Dmitry Orlov,WSH,D,32,1991-07-23,Novokuznetsk,,RUS,RUS,71,214,2009,WSH,2,25,55
