,Player,Team,Position,Age,Date of Birth,Birth City,Birth State/Province,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Team,Draft Round,Round Pick,Overall Draft Position
235,Trevor Smith,NSH,C,38,1985-02-08,Ottawa,ON,CAN,CAN,73,195,-,-,-,-,-
236,Teddy Purcell,L.A,"L, R",38,1985-09-08,St. John's,NL,CAN,CAN,74,195,-,-,-,-,-
237,Alex Killorn,T.B,"C, L",34,1989-09-14,Halifax,NS,CAN,CAN,73,194,2007,T.B,3,16,77
238,Luke Gazdic,N.J,L,34,1989-07-25,Toronto,ON,CAN,CAN,76,225,2007,DAL,6,21,172
239,Karl Alzner,WSH,D,35,1988-09-24,Burnaby,BC,CAN,CAN,75,213,2007,WSH,1,5,5
240,Justin Falk,BUF,D,35,1988-10-11,Snowflake,MB,CAN,CAN,77,223,2007,MIN,4,19,110
241,Jamie Benn,DAL,L,34,1989-07-18,Victoria,BC,CAN,CAN,74,205,2007,DAL,5,8,129
242,Steven Kampfer,"FLA, NYR",D,35,1988-09-24,Ann Arbor,MI,USA,USA,71,198,2007,ANA,4,2,93
243,Paul Carey,WSH,C,35,1988-09-24,Boston,MA,USA,USA,73,200,2007,COL,5,14,135
244,Nick Bonino,PIT,C,35,1988-04-20,Hartford,CT,USA,USA,73,195,2007,S.J,6,22,173
245,Ian Cole,PIT,D,34,1989-02-21,Ann Arbor,MI,USA,USA,73,225,2007,STL,1,18,18
246,Christopher DiDomenico,OTT,C,34,1989-02-20,Toronto,ON,CAN,CAN,71,174,2007,TOR,6,13,164
247,Justin Braun,S.J,D,36,1987-02-10,Minneapolis,MN,USA,USA,74,205,2007,S.J,7,20,201
248,Kevin Shattenkirk,"STL, WSH",D,34,1989-01-29,New Rochelle,NY,USA,USA,72,212,2007,COL,1,14,14
249,Patrick Maroon,EDM,L,35,1988-04-23,St. Louis,MO,USA,USA,75,234,2007,PHI,6,10,161
250,James van Riemsdyk,TOR,L,34,1989-05-04,Middletown,NJ,USA,USA,75,208,2007,PHI,1,2,2
251,Paul Byron,MTL,L,34,1989-04-27,Ottawa,ON,CAN,CAN,69,164,2007,BUF,6,28,179
252,Sam Gagner,CBJ,C,34,1989-08-10,London,ON,CAN,CAN,71,201,2007,EDM,1,6,6
253,Chris Terry,MTL,L,34,1989-04-07,Brampton,ON,CAN,CAN,70,191,2007,CAR,5,11,132
254,Logan Couture,S.J,C,34,1989-03-28,Guelph,ON,CAN,CAN,73,206,2007,S.J,1,9,9
255,P.K. Subban,NSH,D,34,1989-05-13,Toronto,ON,CAN,CAN,72,210,2007,MTL,2,13,43
256,Riley Nash,BOS,C,34,1989-05-09,Consort,AB,CAN,CAN,74,188,2007,EDM,1,21,21
257,Thomas Hickey,NYI,D,34,1989-02-08,Calgary,AB,CAN,CAN,72,185,2007,L.A,1,4,4
258,Kyle Turris,OTT,C,34,1989-08-14,New Westminster,BC,CAN,CAN,73,190,2007,PHX,1,3,3
259,Paul Postma,WPG,D,34,1989-02-22,Red Deer,AB,CAN,CAN,75,195,2007,ATL,7,24,205
260,Brendan Smith,"DET, NYR",D,34,1989-02-08,Mimico,ON,CAN,CAN,74,200,2007,DET,1,27,27
261,Brandon Sutter,VAN,C,34,1989-02-14,Huntington,NY,USA,CAN,75,190,2007,CAR,1,11,11
262,Colton Sceviour,FLA,C,34,1989-04-20,Red Deer,AB,CAN,CAN,72,190,2007,DAL,4,21,112
263,Dwight King,"L.A, MTL",L,34,1989-07-05,Meadow Lake,SK,CAN,CAN,76,229,2007,L.A,4,18,109
264,David Perron,STL,L,35,1988-05-28,Sherbrooke,QC,CAN,CAN,73,196,2007,STL,1,26,26
265,Carl Gunnarsson,STL,D,37,1986-11-09,Orebro,,SWE,SWE,74,198,2007,TOR,7,13,194
266,Corey Tropp,ANA,R,34,1989-07-25,Grosse Pointe Woods,MI,USA,USA,72,192,2007,BUF,3,28,89
267,Yannick Weber,NSH,D,35,1988-09-23,Morges,,CHE,CHE,71,200,2007,MTL,3,12,73
268,Patrick Kane,CHI,R,35,1988-11-19,Buffalo,NY,USA,USA,70,177,2007,CHI,1,1,1
269,Robert Bortuzzo,STL,D,34,1989-03-18,Thunder Bay,ON,CAN,CAN,76,216,2007,PIT,3,17,78
270,Mikael Backlund,CGY,C,34,1989-03-17,Vasteras,,SWE,SWE,72,206,2007,CGY,1,24,24
271,Ryan McDonagh,NYR,D,34,1989-06-13,St. Paul,MN,USA,USA,73,215,2007,MTL,1,12,12
272,Max Pacioretty,MTL,L,35,1988-11-20,New Canaan,CT,USA,USA,74,217,2007,MTL,1,22,22
273,Jakub Voracek,PHI,R,34,1989-08-15,Kladno,,CZE,CZE,74,216,2007,CBJ,1,7,7
274,Jake Muzzin,L.A,D,34,1989-02-21,Woodstock,ON,CAN,CAN,75,227,2007,PIT,5,20,141
275,Alec Martinez,L.A,D,36,1987-07-26,Rochester Hills,MI,USA,USA,73,210,2007,L.A,4,4,95
276,Carl Hagelin,PIT,L,35,1988-08-23,Sodertalje,,SWE,SWE,72,183,2007,NYR,6,17,168
277,Lars Eller,WSH,C,34,1989-05-08,Rodovre,,DNK,DNK,74,205,2007,STL,1,13,13
278,Wayne Simmonds,PHI,R,35,1988-08-26,Scarborough,ON,CAN,CAN,74,184,2007,L.A,2,31,61
279,Nick Holden,NYR,D,36,1987-05-15,St. Albert,AB,CAN,CAN,76,210,-,-,-,-,-
280,Jason Demers,FLA,D,35,1988-06-09,Dorval,QC,CAN,CAN,73,195,2008,S.J,7,5,186
281,Micheal Haley,S.J,C,37,1986-03-30,Guelph,ON,CAN,CAN,71,213,-,-,-,-,-
282,Zack Smith,OTT,C,35,1988-04-05,Maple Creek,SK,CAN,CAN,74,208,2008,OTT,3,18,79
283,Jay Beagle,WSH,C,38,1985-10-16,Calgary,AB,CAN,CAN,75,210,-,-,-,-,-
284,Jason Garrison,T.B,D,39,1984-11-13,White Rock,BC,CAN,CAN,73,218,-,-,-,-,-
285,Drew Doughty,L.A,D,34,1989-12-08,London,ON,CAN,CAN,73,210,2008,L.A,1,2,2
286,Steven Stamkos,T.B,C,33,1990-02-07,Markham,ON,CAN,CAN,72,182,2008,T.B,1,1,1
287,Alex Pietrangelo,STL,D,33,1990-01-18,King City,ON,CAN,CAN,75,215,2008,STL,1,4,4
288,Zach Bogosian,BUF,D,33,1990-07-15,Massena,NY,USA,USA,74,222,2008,ATL,1,3,3
289,Luke Schenn,ARI,D,34,1989-11-02,Saskatoon,SK,CAN,CAN,74,225,2008,TOR,1,5,5
290,Colin Wilson,NSH,"C, L",34,1989-10-20,Greenwich,CT,USA,USA,73,215,2008,NSH,1,7,7
291,Mikkel Boedker,S.J,L,33,1989-12-16,Brondby,,DNK,DNK,72,207,2008,PHX,1,8,8
292,Josh Bailey,NYI,R,34,1989-10-02,Bowmanville,ON,CAN,CAN,73,200,2008,NYI,1,9,9
293,Tyler Myers,WPG,D,33,1990-02-01,Houston,TX,USA,CAN,80,229,2008,BUF,1,12,12
294,Joe Colborne,COL,C,33,1990-01-30,Calgary,AB,CAN,CAN,77,221,2008,BOS,1,16,16
295,Erik Karlsson,OTT,D,33,1990-05-31,Landsbro,,SWE,SWE,72,190,2008,OTT,1,15,15
296,Luca Sbisa,VAN,D,33,1990-01-30,Ozieri,,ITA,CHE,74,206,2008,PHI,1,19,19
297,Jake Gardiner,TOR,D,33,1990-07-04,Minnetonka,MN,USA,USA,74,203,2008,ANA,1,17,17
298,Michael Del Zotto,PHI,D,33,1990-06-24,Stouffville,ON,CAN,CAN,72,195,2008,NYR,1,20,20
299,Jordan Eberle,EDM,"C, R",33,1990-05-15,Regina,SK,CAN,CAN,71,190,2008,EDM,1,22,22
300,Tyler Ennis,BUF,L,34,1989-10-06,Edmonton,AB,CAN,CAN,69,160,2008,BUF,1,26,26
301,John Carlson,WSH,D,33,1990-01-10,Natick,MA,USA,USA,75,215,2008,WSH,1,27,27
302,Cody Goloubef,COL,D,34,1989-11-30,Mississauga,ON,CAN,CAN,73,190,2008,CBJ,2,7,37
303,Roman Josi,NSH,D,33,1990-06-01,Bern,,CHE,CHE,73,201,2008,NSH,2,8,38
304,Justin Schultz,PIT,D,33,1990-07-06,Kelowna,BC,CAN,CAN,74,190,2008,ANA,2,13,43
305,Aaron Ness,WSH,D,33,1990-05-18,Roseau,MN,USA,USA,70,184,2008,NYI,2,10,40
306,Patrick Wiercioch,COL,D,33,1990-09-12,Burnaby,BC,CAN,CAN,77,202,2008,OTT,2,12,42
307,Zac Dalpe,MIN,C,34,1989-11-01,Paris,ON,CAN,CAN,74,197,2008,CAR,2,15,45
308,Cameron Gaunce,PIT,D,33,1990-03-19,Sudbury,ON,CAN,CAN,74,194,2008,COL,2,20,50
309,Travis Hamonic,NYI,D,33,1990-08-16,St. Malo,MB,CAN,CAN,73,200,2008,NYI,2,23,53
310,Derek Stepan,NYR,C,33,1990-06-18,Hastings,MN,USA,USA,71,196,2008,NYR,2,21,51
311,Marco Scandella,MIN,D,33,1990-02-23,Montreal,QC,CAN,CAN,75,212,2008,MIN,2,25,55
312,Jimmy Hayes,BOS,R,34,1989-11-21,Dorchester,MA,USA,USA,77,215,2008,TOR,2,30,60
313,Jori Lehtera,STL,C,35,1987-12-23,Helsinki,,FIN,FIN,74,212,2008,STL,3,4,65
314,Michael Stone,"ARI, CGY",D,33,1990-06-07,Winnipeg,MB,CAN,CAN,75,210,2008,PHX,3,8,69
315,Adam Henrique,N.J,C,33,1990-02-06,Brantford,ON,CAN,CAN,72,195,2008,N.J,3,21,82
316,Lance Bouma,CGY,C,33,1990-03-25,Provost,AB,CAN,CAN,74,208,2008,CGY,3,17,78
317,David Warsofsky,PIT,D,33,1990-05-30,Marshfield,MA,USA,USA,69,170,2008,STL,4,4,95
318,Dale Weise,PHI,R,35,1988-08-05,Winnipeg,MB,CAN,CAN,74,196,2008,NYR,4,20,111
319,TJ Brodie,CGY,D,33,1990-06-07,Chatham,ON,CAN,CAN,74,187,2008,CGY,4,23,114
320,Gustav Nyquist,DET,R,34,1989-09-01,Halmstad,,SWE,SWE,71,180,2008,DET,4,30,121
321,Derek Grant,"BUF, NSH",C,33,1990-04-20,Abbotsford,BC,CAN,CAN,75,210,2008,OTT,4,28,119
322,Matt Calvert,CBJ,L,33,1989-12-24,Brandon,MB,CAN,CAN,71,186,2008,CBJ,5,6,127
323,Greg Pateryn,"DAL, MTL",D,33,1990-06-20,Sterling Heights,MI,USA,USA,75,212,2008,TOR,5,7,128
324,Mark Borowiecki,OTT,D,34,1989-07-12,Ottawa,ON,CAN,CAN,74,204,2008,OTT,5,18,139
325,Philip Larsen,VAN,D,34,1989-12-07,Esbjerg,,DNK,DNK,73,185,2008,DAL,5,28,149
326,Matt Martin,TOR,L,34,1989-05-08,Windsor,ON,CAN,CAN,75,220,2008,NYI,5,27,148
327,Cam Atkinson,CBJ,R,34,1989-06-05,Riverside,CT,USA,USA,68,176,2008,CBJ,6,6,157
328,Jared Spurgeon,MIN,D,34,1989-11-29,Edmonton,AB,CAN,CAN,69,166,2008,NYI,6,5,156
329,Mark Barberio,"COL, MTL",D,33,1990-03-23,Montreal,QC,CAN,CAN,73,200,2008,T.B,6,1,152
330,Luke Witkowski,T.B,D,33,1990-04-14,Holland,MI,USA,USA,74,210,2008,T.B,6,9,160
331,Ben Smith,"COL, TOR",R,35,1988-07-11,Winston-Salem,NC,USA,USA,71,203,2008,CHI,6,18,169
332,Tommy Wingels,"OTT, S.J",C,35,1988-04-12,Evanston,IL,USA,USA,72,200,2008,S.J,6,26,177
333,Zach Redmond,MTL,D,35,1988-07-26,Traverse City,MI,USA,USA,74,212,2008,ATL,7,3,184
334,Matt Bartkowski,CGY,D,35,1988-06-04,Pittsburgh,PA,USA,USA,73,201,2008,FLA,7,9,190
335,Dalton Prout,"CBJ, N.J",D,33,1990-03-13,Kingsville,ON,CAN,CAN,75,215,2010,CBJ,6,4,154
336,Jordie Benn,"DAL, MTL",D,36,1987-07-26,Victoria,BC,CAN,CAN,74,201,-,-,-,-,-
337,Antoine Roussel,DAL,L,34,1989-11-21,Roubaix,,FRA,FRA,71,200,-,-,-,-,-
338,Tyler Johnson,T.B,C,33,1990-07-29,Spokane,WA,USA,USA,68,185,-,-,-,-,-
339,Brian Lashoff,DET,D,33,1990-07-16,Albany,NY,USA,USA,75,215,-,-,-,-,-
340,Mike Hoffman,OTT,"C, L",34,1989-11-24,Kitchener,ON,CAN,CAN,72,190,2009,OTT,5,9,130
341,Tyler Bozak,TOR,C,37,1986-03-19,Regina,SK,CAN,CAN,73,187,-,-,-,-,-
342,Jordan Schroeder,MIN,C,33,1990-09-29,Lakeville,MN,USA,USA,69,170,2009,VAN,1,22,22
343,Marcus Johansson,WSH,L,33,1990-10-06,Landskrona,,SWE,SWE,73,203,2009,WSH,1,24,24
344,Kyle Palmieri,N.J,"C, R",32,1991-02-01,Smithtown,NY,USA,USA,71,198,2009,ANA,1,26,26
345,Simon Despres,ANA,D,32,1991-07-27,Laval,QC,CAN,CAN,76,218,2009,PIT,1,30,30
346,Ryan O'Reilly,BUF,C,32,1991-02-07,Clinton,ON,CAN,CAN,73,207,2009,COL,2,3,33
347,Kyle Clifford,L.A,L,32,1991-01-13,Ayr,ON,CAN,CAN,74,217,2009,L.A,2,5,35
348,Alex Chiasson,CGY,R,33,1990-10-01,Montreal,QC,CAN,CAN,76,208,2009,DAL,2,8,38
349,Jakob Silfverberg,ANA,R,33,1990-10-13,Gävle,,SWE,SWE,73,207,2009,OTT,2,9,39
350,Anton Lander,EDM,C,32,1991-04-24,Sundsvall,,SWE,SWE,72,184,2009,EDM,2,10,40
351,John Tavares,NYI,C,33,1990-09-20,Mississauga,ON,CAN,CAN,73,216,2009,NYI,1,1,1
352,Victor Hedman,T.B,D,32,1990-12-18,Ornskoldsvik,,SWE,SWE,79,244,2009,T.B,1,2,2
353,Matt Duchene,COL,C,32,1991-01-16,Haliburton,ON,CAN,CAN,71,195,2009,COL,1,3,3
354,Evander Kane,BUF,L,32,1991-08-02,Vancouver,BC,CAN,CAN,74,210,2009,ATL,1,4,4
355,Brayden Schenn,PHI,C,32,1991-08-22,Saskatoon,SK,CAN,CAN,73,199,2009,L.A,1,5,5
356,Oliver Ekman-Larsson,ARI,D,32,1991-07-17,Karlskrona,,SWE,SWE,74,200,2009,PHX,1,6,6
357,Nazem Kadri,TOR,C,33,1990-10-06,London,ON,CAN,CAN,72,185,2009,TOR,1,7,7
358,Magnus Paajarvi,STL,L,32,1991-04-12,Norrkoping,,SWE,SWE,75,206,2009,EDM,1,10,10
359,Ryan Ellis,NSH,D,32,1991-01-03,Hamilton,ON,CAN,CAN,70,180,2009,NSH,1,11,11
360,Calvin de Haan,NYI,D,32,1991-05-09,Carp,ON,CAN,CAN,73,195,2009,NYI,1,12,12
361,Zack Kassian,EDM,R,32,1991-01-24,Windsor,ON,CAN,CAN,75,211,2009,BUF,1,13,13
362,Dmitry Kulikov,BUF,D,33,1990-10-29,Lipetsk,,RUS,RUS,73,201,2009,FLA,1,14,14
363,Peter Holland,"ARI, TOR",C,32,1991-01-14,Toronto,ON,CAN,CAN,74,193,2009,ANA,1,15,15
364,Nick Leddy,NYI,D,32,1991-03-20,Eden Prairie,MN,USA,USA,72,205,2009,MIN,1,16,16
365,Chris Kreider,NYR,"C, L",32,1991-04-30,Boxford,MA,USA,USA,75,230,2009,NYR,1,19,19
366,Jacob Josefson,N.J,C,32,1991-03-02,Stockholm,,SWE,SWE,72,196,2009,N.J,1,20,20
367,John Moore,N.J,D,33,1990-11-19,Winnetka,IL,USA,USA,75,207,2009,CBJ,1,21,21
368,Brayden McNabb,L.A,D,32,1991-01-21,Davidson,SK,CAN,CAN,76,215,2009,BUF,3,5,66
369,Reilly Smith,FLA,R,32,1991-04-01,Toronto,ON,CAN,CAN,73,185,2009,DAL,3,8,69
370,Taylor Beck,"EDM, NYR",L,32,1991-05-13,St. Catharines,ON,CAN,CAN,74,203,2009,NSH,3,9,70
371,Tomas Tatar,DET,L,33,1990-12-01,Ilava,,SVK,SVK,70,173,2009,DET,2,30,60
372,Tyson Barrie,COL,D,32,1991-07-26,Victoria,BC,CAN,CAN,71,197,2009,COL,3,3,64
373,Eric Gelinas,COL,D,32,1991-05-08,Vanier,ON,CAN,CAN,76,215,2009,N.J,2,24,54
374,Dmitry Orlov,WSH,D,32,1991-07-23,Novokuznetsk,,RUS,RUS,71,214,2009,WSH,2,25,55
375,Brandon Pirri,NYR,"C, R",32,1991-04-10,Toronto,ON,CAN,CAN,72,180,2009,CHI,2,29,59
376,Brian Dumoulin,PIT,D,32,1991-09-06,Biddeford,ME,USA,USA,76,207,2009,CAR,2,21,51
377,Richard Panik,CHI,R,32,1991-02-07,Martin,,SVK,SVK,73,203,2009,T.B,2,22,52
378,Anton Rodin,VAN,R,33,1990-11-21,Stockholm,,SWE,SWE,71,186,2009,VAN,2,23,53
379,Drew Shore,VAN,C,32,1991-01-29,Denver,CO,USA,USA,75,209,2009,FLA,2,14,44
380,Mattias Ekholm,NSH,D,33,1990-05-24,Borlange,,SWE,SWE,76,215,2009,NSH,4,11,102
381,Marcus Foligno,BUF,L,32,1991-08-10,Buffalo,NY,USA,CAN,75,226,2009,BUF,4,13,104
382,Sami Vatanen,ANA,D,32,1991-06-03,Jyväskylä,,FIN,FIN,70,185,2009,ANA,4,15,106
383,Linden Vey,CGY,R,32,1991-07-17,Wakaw,SK,CAN,CAN,72,189,2009,L.A,4,5,96
384,Craig Smith,NSH,"C, R",34,1989-09-05,Madison,WI,USA,USA,72,204,2009,NSH,4,7,98
385,Chris Wideman,OTT,D,33,1990-01-07,St. Louis,MO,USA,USA,70,181,2009,OTT,4,9,100
386,Casey Cizikas,NYI,C,32,1991-02-27,Toronto,ON,CAN,CAN,71,190,2009,NYI,4,1,92
387,David Savard,CBJ,D,33,1990-10-22,St. Hyacinthe,QC,CAN,CAN,73,235,2009,CBJ,4,3,94
388,Nicolas Deslauriers,BUF,L,32,1991-02-22,LaSalle,QC,CAN,CAN,73,220,2009,L.A,3,23,84
389,Cody Eakin,DAL,C,32,1991-05-24,Winnipeg,MB,CAN,CAN,72,196,2009,WSH,3,24,85
390,Kevin Connauton,ARI,D,33,1990-02-23,Edmonton,AB,CAN,CAN,74,205,2009,VAN,3,22,83
391,Andrej Nestrasil,CAR,C,32,1991-02-22,Prague,,CZE,CZE,75,200,2009,DET,3,14,75
392,Gabriel Dumont,T.B,C,33,1990-10-06,Ville Degelis,QC,CAN,CAN,70,195,2009,MTL,5,18,139
393,Wade Megan,STL,C,33,1990-07-22,Canton,NY,USA,USA,73,191,2009,FLA,5,17,138
394,Gabriel Bourque,COL,L,33,1990-09-23,Rimouski,QC,CAN,CAN,70,206,2009,NSH,5,11,132
395,Seth Helgeson,N.J,D,33,1990-10-08,Faribault,MN,USA,USA,76,219,2009,N.J,4,23,114
396,Byron Froese,"T.B, TOR",C,32,1991-03-12,Winkler,MB,CAN,CAN,73,202,2009,CHI,4,28,119
397,Ben Chiarot,WPG,D,32,1991-05-09,Hamilton,ON,CAN,CAN,75,232,2009,ATL,4,29,120
398,Erik Haula,MIN,C,32,1991-03-23,Pori,,FIN,FIN,71,191,2009,MIN,7,1,182
399,Garrett Mitchell,WSH,R,32,1991-09-02,Regina,SK,CAN,CAN,71,198,2009,WSH,6,24,175
400,Mitch Callahan,DET,R,32,1991-08-17,Whittier,CA,USA,USA,71,205,2009,DET,6,29,180
401,Curtis McKenzie,DAL,L,32,1991-02-22,Golden,BC,CAN,CAN,74,205,2009,DAL,6,8,159
402,Anders Lee,NYI,L,33,1990-07-03,Edina,MN,USA,USA,75,235,2009,NYI,6,1,152
403,Phil Varone,OTT,C,33,1990-12-04,Vaughan,ON,CAN,CAN,70,193,2009,S.J,5,26,147
404,Marcus Kruger,CHI,C,33,1990-05-27,Stockholm,,SWE,SWE,72,186,2009,CHI,5,28,149
405,Nick Jensen,DET,D,33,1990-09-21,St. Paul,MN,USA,USA,73,205,2009,DET,5,29,150
406,Jordan Nolan,L.A,C,34,1989-06-23,"Garden River, First Nations",ON,CAN,CAN,75,219,2009,L.A,7,5,186
407,Nic Dowd,L.A,C,33,1990-05-27,Huntsville,AL,USA,USA,73,193,2009,L.A,7,17,198
408,Justin Dowling,DAL,C,33,1990-10-01,Calgary,AB,CAN,CAN,70,180,-,-,-,-,-
409,Brandon Manning,PHI,D,33,1990-06-04,Prince George,BC,CAN,CAN,73,205,-,-,-,-,-
410,Mike Liambas,NSH,L,34,1989-02-16,Toronto,ON,CAN,CAN,70,195,-,-,-,-,-
411,Brenden Dillon,S.J,D,33,1990-11-13,New Westminster,BC,CAN,CAN,76,224,-,-,-,-,-
412,Radko Gudas,PHI,D,33,1990-06-05,Prague,,CZE,CZE,72,208,2010,T.B,3,6,66
413,Shane Harper,FLA,R,34,1989-02-01,Valencia,CA,USA,USA,71,193,-,-,-,-,-
414,Nate Prosser,MIN,D,37,1986-05-07,Elk River,MN,USA,USA,74,201,-,-,-,-,-
415,Matt Irwin,NSH,D,36,1987-11-29,Victoria,BC,CAN,CAN,74,200,-,-,-,-,-
416,Christopher Tanev,VAN,D,33,1989-12-20,Toronto,ON,CAN,CAN,74,193,-,-,-,-,-
417,Mats Zuccarello,NYR,"C, R",36,1987-09-01,Oslo,,NOR,NOR,68,181,-,-,-,-,-
418,Calle Jarnkrok,NSH,C,32,1991-09-25,Gävle,,SWE,SWE,72,192,2010,DET,2,21,51
419,Oscar Lindberg,NYR,C,32,1991-10-29,Skellefteå,,SWE,SWE,73,202,2010,PHX,2,27,57
420,Martin Marincin,TOR,D,31,1992-02-18,Kosice,,SVK,SVK,77,217,2010,EDM,2,16,46
421,Jason Zucker,MIN,L,31,1992-01-16,Newport Beach,CA,USA,USA,71,192,2010,MIN,2,29,59
422,Tyler Toffoli,L.A,C,31,1992-04-24,Scarborough,ON,CAN,CAN,72,203,2010,L.A,2,17,47
423,Ryan Spooner,BOS,C,31,1992-01-30,Ottawa,ON,CAN,CAN,70,191,2010,BOS,2,15,45
424,Johan Larsson,BUF,C,31,1992-07-25,Lau,,SWE,SWE,71,206,2010,MIN,2,26,56
425,Stephen Johns,DAL,D,31,1992-04-18,Ellwood City,PA,USA,USA,76,225,2010,CHI,2,30,60
426,Greg McKegg,"FLA, T.B",C,31,1992-06-17,St. Thomas,ON,CAN,CAN,72,195,2010,TOR,3,2,62
427,Jordan Weal,PHI,C,31,1992-04-15,North Vancouver,BC,CAN,CAN,70,181,2010,L.A,3,10,70
428,Michael Bournival,T.B,L,31,1992-05-31,Shawinigan,QC,CAN,CAN,71,198,2010,COL,3,11,71
429,Evgeny Kuznetsov,WSH,C,31,1992-05-19,Chelyabinsk,,RUS,RUS,74,207,2010,WSH,1,26,26
430,Charlie Coyle,MIN,C,31,1992-03-02,E. Weymouth,MA,USA,USA,75,223,2010,S.J,1,28,28
431,Patrik Nemeth,DAL,D,31,1992-02-08,Stockholm,,SWE,SWE,76,230,2010,DAL,2,11,41
432,Jon Merrill,N.J,D,31,1992-02-03,Oklahoma City,OK,USA,USA,75,204,2010,N.J,2,8,38
433,Tyler Pitlick,EDM,R,32,1991-11-01,Minneapolis,MN,USA,USA,74,200,2010,EDM,2,1,31
434,Justin Faulk,CAR,D,31,1992-03-20,South St.Paul,MN,USA,USA,72,214,2010,CAR,2,7,37
435,Brock Nelson,NYI,C,32,1991-10-15,Warroad,MN,USA,USA,76,210,2010,NYI,1,30,30
436,Alex Petrovic,FLA,D,31,1992-03-03,Edmonton,AB,CAN,CAN,76,220,2010,FLA,2,6,36
437,Devante Smith-Pelly,N.J,R,31,1992-06-14,Scarborough,ON,CAN,CAN,72,223,2010,ANA,2,12,42
438,Nick Bjugstad,FLA,C,31,1992-07-17,Minneapolis,MN,USA,USA,78,209,2010,FLA,1,19,19
439,Beau Bennett,N.J,R,32,1991-11-27,Gardena,CA,USA,USA,74,195,2010,PIT,1,20,20
440,Derek Forbort,L.A,D,31,1992-03-04,Duluth,MN,USA,USA,76,208,2010,L.A,1,15,15
441,Kevin Hayes,NYR,"C, R",31,1992-05-08,Dorchester,MA,USA,USA,77,216,2010,CHI,1,24,24
442,Cam Fowler,ANA,D,32,1991-12-05,Windsor,ON,CAN,USA,74,215,2010,ANA,1,12,12
443,Vladimir Tarasenko,STL,R,32,1991-12-13,Yaroslavl,,RUS,RUS,73,228,2010,STL,1,16,16
444,Austin Watson,NSH,L,31,1992-01-13,Ann Arbor,MI,USA,USA,76,204,2010,NSH,1,18,18
445,Jaden Schwartz,STL,"C, L",31,1992-06-25,Wilcox,SK,CAN,CAN,70,185,2010,STL,1,14,14
446,Quinton Howden,WPG,C,31,1992-01-21,Winnipeg,MB,CAN,CAN,74,189,2010,FLA,1,25,25
447,Emerson Etem,ANA,L,31,1992-06-16,Long Beach,CA,USA,USA,73,212,2010,ANA,1,29,29
448,Riley Sheahan,DET,C,32,1991-12-07,St. Catharines,ON,CAN,CAN,74,214,2010,DET,1,21,21
449,Petter Granberg,NSH,D,31,1992-08-27,Gallivare,,SWE,SWE,75,200,2010,TOR,4,26,116
450,Chris Wagner,ANA,"C, R",32,1991-05-27,Walpole,MA,USA,USA,72,192,2010,ANA,5,2,122
451,Jeff Skinner,CAR,"C, L",31,1992-05-16,Toronto,ON,CAN,CAN,71,197,2010,CAR,1,7,7
452,Zach Hyman,TOR,C,31,1992-06-09,Toronto,ON,CAN,CAN,73,211,2010,FLA,5,3,123
453,Alexander Burmistrov,"ARI, WPG",C,32,1991-10-21,Kazan,,RUS,RUS,73,180,2010,ATL,1,8,8
454,Erik Gudbranson,VAN,D,31,1992-01-07,Ottawa,ON,CAN,CAN,77,222,2010,FLA,1,3,3
455,Taylor Hall,N.J,L,32,1991-11-14,Calgary,AB,CAN,CAN,73,210,2010,EDM,1,1,1
456,Brett Connolly,WSH,R,31,1992-05-02,Campbell River,BC,CAN,CAN,75,198,2010,T.B,1,6,6
457,Ryan Johansen,NSH,C,31,1992-07-31,Vancouver,BC,CAN,CAN,75,218,2010,CBJ,1,4,4
458,Tyler Seguin,DAL,C,31,1992-01-31,Brampton,ON,CAN,CAN,73,205,2010,BOS,1,2,2
459,Dylan McIlrath,"FLA, NYR",D,31,1992-04-20,Winnipeg,MB,CAN,CAN,77,232,2010,NYR,1,10,10
460,Mark Pysyk,FLA,D,31,1992-01-11,Sherwood Park,AB,CAN,CAN,73,198,2010,BUF,1,23,23
461,Mikael Granlund,MIN,C,31,1992-02-26,Oulu,,FIN,FIN,70,185,2010,MIN,1,9,9
462,Nino Niederreiter,MIN,R,31,1992-09-08,Chur,,CHE,CHE,74,218,2010,NYI,1,5,5
463,Teemu Pulkkinen,"ARI, MIN",L,31,1992-01-02,Vantaa,,FIN,FIN,70,185,2010,DET,4,21,111
464,Joakim Nordstrom,CAR,"C, L",31,1992-02-25,Stockholm,,SWE,SWE,73,194,2010,CHI,3,30,90
465,Michael Chaput,VAN,C,31,1992-04-09,Ile Bizard,QC,CAN,CAN,74,199,2010,PHI,3,29,89
466,Bryan Rust,PIT,R,31,1992-05-11,Pontiac,MI,USA,USA,71,192,2010,PIT,3,20,80
467,Julian Melchiori,WPG,D,32,1991-12-06,Richmond Hill,ON,CAN,CAN,77,222,2010,ATL,3,27,87
468,Joonas Donskoi,S.J,R,31,1992-04-13,Raahe,,FIN,FIN,72,185,2010,FLA,4,9,99
469,Tom Kuhnhackl,PIT,R,31,1992-01-21,Landshut,,DEU,DEU,74,196,2010,PIT,4,20,110
470,Marcus Sorensen,S.J,R,31,1992-04-07,Sodertalje,,SWE,SWE,71,175,2010,OTT,4,16,106
471,Tim Heed,S.J,D,32,1991-01-27,Gothenburg,,SWE,SWE,72,180,2010,ANA,5,12,132
