,Player,Team,Position,Age,Date of Birth,Birth City,Birth State/Province,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Team,Draft Round,Round Pick,Overall Draft Position
236,Jakob Silfverberg,ANA,R,33,1990-10-13,Gävle,,SWE,SWE,73,207,2009,OTT,2,9,39
237,John Tavares,TOR,C,33,1990-09-20,Mississauga,ON,CAN,CAN,73,216,2009,NYI,1,1,1
238,Victor Hedman,T.B,D,32,1990-12-18,Ornskoldsvik,,SWE,SWE,79,244,2009,T.B,1,2,2
239,Matt Duchene,"CBJ, OTT",C,32,1991-01-16,Haliburton,ON,CAN,CAN,71,195,2009,COL,1,3,3
240,Evander Kane,S.J,L,32,1991-08-02,Vancouver,BC,CAN,CAN,74,210,2009,ATL,1,4,4
241,Brayden Schenn,STL,C,32,1991-08-22,Saskatoon,SK,CAN,CAN,73,199,2009,L.A,1,5,5
242,Oliver Ekman-Larsson,ARI,D,32,1991-07-17,Karlskrona,,SWE,SWE,74,200,2009,PHX,1,6,6
243,Nazem Kadri,TOR,C,33,1990-10-06,London,ON,CAN,CAN,72,185,2009,TOR,1,7,7
244,Magnus Paajarvi,OTT,L,32,1991-04-12,Norrkoping,,SWE,SWE,75,206,2009,EDM,1,10,10
245,Ryan Ellis,NSH,D,32,1991-01-03,Hamilton,ON,CAN,CAN,70,180,2009,NSH,1,11,11
246,Calvin de Haan,CAR,D,32,1991-05-09,Carp,ON,CAN,CAN,73,195,2009,NYI,1,12,12
247,Zack Kassian,EDM,R,32,1991-01-24,Windsor,ON,CAN,CAN,75,211,2009,BUF,1,13,13
248,Dmitry Kulikov,WPG,D,33,1990-10-29,Lipetsk,,RUS,RUS,73,201,2009,FLA,1,14,14
249,Nick Leddy,NYI,D,32,1991-03-20,Eden Prairie,MN,USA,USA,72,205,2009,MIN,1,16,16
250,Chris Kreider,NYR,L,32,1991-04-30,Boxford,MA,USA,USA,75,230,2009,NYR,1,19,19
251,John Moore,BOS,D,33,1990-11-19,Winnetka,IL,USA,USA,75,207,2009,CBJ,1,21,21
252,Brayden McNabb,VGK,D,32,1991-01-21,Davidson,SK,CAN,CAN,76,215,2009,BUF,3,5,66
253,Reilly Smith,VGK,R,32,1991-04-01,Toronto,ON,CAN,CAN,73,185,2009,DAL,3,8,69
254,Tomas Tatar,MTL,L,33,1990-12-01,Ilava,,SVK,SVK,70,173,2009,DET,2,30,60
255,Tyson Barrie,COL,D,32,1991-07-26,Victoria,BC,CAN,CAN,71,197,2009,COL,3,3,64
256,Dmitry Orlov,WSH,D,32,1991-07-23,Novokuznetsk,,RUS,RUS,71,214,2009,WSH,2,25,55
257,Brandon Pirri,VGK,C,32,1991-04-10,Toronto,ON,CAN,CAN,72,180,2009,CHI,2,29,59
258,Stefan Elliott,OTT,D,32,1991-01-30,Vancouver,BC,CAN,CAN,73,190,2009,COL,2,19,49
259,Brian Dumoulin,PIT,D,32,1991-09-06,Biddeford,ME,USA,USA,76,207,2009,CAR,2,21,51
260,Richard Panik,ARI,R,32,1991-02-07,Martin,,SVK,SVK,73,203,2009,T.B,2,22,52
261,Mattias Ekholm,NSH,D,33,1990-05-24,Borlange,,SWE,SWE,76,215,2009,NSH,4,11,102
262,Marcus Foligno,MIN,L,32,1991-08-10,Buffalo,NY,USA,CAN,75,226,2009,BUF,4,13,104
263,Sami Vatanen,N.J,D,32,1991-06-03,Jyväskylä,,FIN,FIN,70,185,2009,ANA,4,15,106
264,Craig Smith,NSH,R,34,1989-09-05,Madison,WI,USA,USA,72,204,2009,NSH,4,7,98
265,Chris Wideman,"EDM, FLA, OTT",D,33,1990-01-07,St. Louis,MO,USA,USA,70,181,2009,OTT,4,9,100
266,Casey Cizikas,NYI,C,32,1991-02-27,Toronto,ON,CAN,CAN,71,190,2009,NYI,4,1,92
267,David Savard,CBJ,D,33,1990-10-22,St. Hyacinthe,QC,CAN,CAN,73,235,2009,CBJ,4,3,94
268,Nicolas Deslauriers,MTL,L,32,1991-02-22,LaSalle,QC,CAN,CAN,73,220,2009,L.A,3,23,84
269,Cody Eakin,VGK,C,32,1991-05-24,Winnipeg,MB,CAN,CAN,72,196,2009,WSH,3,24,85
270,Kevin Connauton,ARI,D,33,1990-02-23,Edmonton,AB,CAN,CAN,74,205,2009,VAN,3,22,83
271,Garrett Wilson,PIT,L,32,1991-03-16,Barrie,ON,CAN,CAN,74,218,2009,FLA,4,16,107
272,Corban Knight,PHI,C,33,1990-09-10,Oliver,BC,CAN,CAN,74,195,2009,FLA,5,14,135
273,Wade Megan,DET,C,33,1990-07-22,Canton,NY,USA,USA,73,191,2009,FLA,5,17,138
274,Gabriel Bourque,COL,L,33,1990-09-23,Rimouski,QC,CAN,CAN,70,206,2009,NSH,5,11,132
275,Ben Chiarot,WPG,D,32,1991-05-09,Hamilton,ON,CAN,CAN,75,232,2009,ATL,4,29,120
276,Erik Haula,VGK,"C, L",32,1991-03-23,Pori,,FIN,FIN,71,191,2009,MIN,7,1,182
277,Anders Lee,NYI,L,33,1990-07-03,Edina,MN,USA,USA,75,235,2009,NYI,6,1,152
278,Phil Varone,PHI,C,33,1990-12-04,Vaughan,ON,CAN,CAN,70,193,2009,S.J,5,26,147
279,Marcus Kruger,CHI,C,33,1990-05-27,Stockholm,,SWE,SWE,72,186,2009,CHI,5,28,149
280,Nick Jensen,"DET, WSH",D,33,1990-09-21,St. Paul,MN,USA,USA,73,205,2009,DET,5,29,150
281,Jordan Nolan,STL,C,34,1989-06-23,"Garden River, First Nations",ON,CAN,CAN,75,219,2009,L.A,7,5,186
282,Nic Dowd,WSH,C,33,1990-05-27,Huntsville,AL,USA,USA,73,193,2009,L.A,7,17,198
283,Justin Dowling,DAL,C,33,1990-10-01,Calgary,AB,CAN,CAN,70,180,-,-,-,-,-
284,Darren Archibald,"OTT, VAN",R,33,1990-02-09,Newmarket,ON,CAN,CAN,75,210,-,-,-,-,-
285,Brandon Manning,"CHI, EDM",D,33,1990-06-04,Prince George,BC,CAN,CAN,73,205,-,-,-,-,-
286,Brenden Dillon,S.J,D,33,1990-11-13,New Westminster,BC,CAN,CAN,76,224,-,-,-,-,-
287,Andrew Agozzino,COL,L,32,1991-01-03,Kleinburg,ON,CAN,CAN,70,187,-,-,-,-,-
288,Radko Gudas,PHI,D,33,1990-06-05,Prague,,CZE,CZE,72,208,2010,T.B,3,6,66
289,Nate Prosser,MIN,D,37,1986-05-07,Elk River,MN,USA,USA,74,201,-,-,-,-,-
290,Matt Irwin,NSH,D,36,1987-11-29,Victoria,BC,CAN,CAN,74,200,-,-,-,-,-
291,Christopher Tanev,VAN,D,33,1989-12-20,Toronto,ON,CAN,CAN,74,193,-,-,-,-,-
292,Mats Zuccarello,"DAL, NYR","C, R",36,1987-09-01,Oslo,,NOR,NOR,68,181,-,-,-,-,-
293,Calle Jarnkrok,NSH,C,32,1991-09-25,Gävle,,SWE,SWE,72,192,2010,DET,2,21,51
294,Oscar Lindberg,"OTT, VGK","C, L",32,1991-10-29,Skellefteå,,SWE,SWE,73,202,2010,PHX,2,27,57
295,Martin Marincin,TOR,D,31,1992-02-18,Kosice,,SVK,SVK,77,217,2010,EDM,2,16,46
296,Justin Holl,TOR,D,31,1992-01-30,Tonka Bay,MN,USA,USA,75,197,2010,CHI,2,24,54
297,Jason Zucker,MIN,L,31,1992-01-16,Newport Beach,CA,USA,USA,71,192,2010,MIN,2,29,59
298,Tyler Toffoli,L.A,R,31,1992-04-24,Scarborough,ON,CAN,CAN,72,203,2010,L.A,2,17,47
299,Ryan Spooner,"EDM, NYR, VAN",C,31,1992-01-30,Ottawa,ON,CAN,CAN,70,191,2010,BOS,2,15,45
300,Johan Larsson,BUF,C,31,1992-07-25,Lau,,SWE,SWE,71,206,2010,MIN,2,26,56
301,Mark Alt,COL,D,32,1991-10-18,Kansas City,MO,USA,USA,76,201,2010,CAR,2,23,53
302,Greg McKegg,CAR,C,31,1992-06-17,St. Thomas,ON,CAN,CAN,72,195,2010,TOR,3,2,62
303,Connor Brickley,NYR,L,31,1992-02-25,Everett,MA,USA,USA,72,203,2010,FLA,2,20,50
304,Jordan Weal,"ARI, MTL, PHI",C,31,1992-04-15,North Vancouver,BC,CAN,CAN,70,181,2010,L.A,3,10,70
305,Evgeny Kuznetsov,WSH,C,31,1992-05-19,Chelyabinsk,,RUS,RUS,74,207,2010,WSH,1,26,26
306,Charlie Coyle,"BOS, MIN",C,31,1992-03-02,E. Weymouth,MA,USA,USA,75,223,2010,S.J,1,28,28
307,Patrik Nemeth,COL,D,31,1992-02-08,Stockholm,,SWE,SWE,76,230,2010,DAL,2,11,41
308,Jon Merrill,VGK,D,31,1992-02-03,Oklahoma City,OK,USA,USA,75,204,2010,N.J,2,8,38
309,Tyler Pitlick,DAL,C,32,1991-11-01,Minneapolis,MN,USA,USA,74,200,2010,EDM,2,1,31
310,Justin Faulk,CAR,D,31,1992-03-20,South St.Paul,MN,USA,USA,72,214,2010,CAR,2,7,37
311,Brock Nelson,NYI,C,32,1991-10-15,Warroad,MN,USA,USA,76,210,2010,NYI,1,30,30
312,Alex Petrovic,"EDM, FLA",D,31,1992-03-03,Edmonton,AB,CAN,CAN,76,220,2010,FLA,2,6,36
313,Devante Smith-Pelly,WSH,R,31,1992-06-14,Scarborough,ON,CAN,CAN,72,223,2010,ANA,2,12,42
314,Nick Bjugstad,"FLA, PIT",C,31,1992-07-17,Minneapolis,MN,USA,USA,78,209,2010,FLA,1,19,19
315,Derek Forbort,L.A,D,31,1992-03-04,Duluth,MN,USA,USA,76,208,2010,L.A,1,15,15
316,Kevin Hayes,"NYR, WPG","C, R",31,1992-05-08,Dorchester,MA,USA,USA,77,216,2010,CHI,1,24,24
317,Cam Fowler,ANA,D,32,1991-12-05,Windsor,ON,CAN,USA,74,215,2010,ANA,1,12,12
318,Vladimir Tarasenko,STL,R,32,1991-12-13,Yaroslavl,,RUS,RUS,73,228,2010,STL,1,16,16
319,Austin Watson,NSH,L,31,1992-01-13,Ann Arbor,MI,USA,USA,76,204,2010,NSH,1,18,18
320,Jaden Schwartz,STL,L,31,1992-06-25,Wilcox,SK,CAN,CAN,70,185,2010,STL,1,14,14
321,Riley Sheahan,"FLA, PIT",C,32,1991-12-07,St. Catharines,ON,CAN,CAN,74,214,2010,DET,1,21,21
322,Chris Wagner,BOS,R,32,1991-05-27,Walpole,MA,USA,USA,72,192,2010,ANA,5,2,122
323,Jeff Skinner,BUF,"C, L",31,1992-05-16,Toronto,ON,CAN,CAN,71,197,2010,CAR,1,7,7
324,Zach Hyman,TOR,"C, L",31,1992-06-09,Toronto,ON,CAN,CAN,73,211,2010,FLA,5,3,123
325,Erik Gudbranson,"PIT, VAN",D,31,1992-01-07,Ottawa,ON,CAN,CAN,77,222,2010,FLA,1,3,3
326,Taylor Hall,N.J,L,32,1991-11-14,Calgary,AB,CAN,CAN,73,210,2010,EDM,1,1,1
327,Brett Connolly,WSH,R,31,1992-05-02,Campbell River,BC,CAN,CAN,75,198,2010,T.B,1,6,6
328,Ryan Johansen,NSH,C,31,1992-07-31,Vancouver,BC,CAN,CAN,75,218,2010,CBJ,1,4,4
329,Tyler Seguin,DAL,C,31,1992-01-31,Brampton,ON,CAN,CAN,73,205,2010,BOS,1,2,2
330,Dylan McIlrath,DET,D,31,1992-04-20,Winnipeg,MB,CAN,CAN,77,232,2010,NYR,1,10,10
331,Mark Pysyk,FLA,D,31,1992-01-11,Sherwood Park,AB,CAN,CAN,73,198,2010,BUF,1,23,23
332,Mikael Granlund,"MIN, NSH","C, R",31,1992-02-26,Oulu,,FIN,FIN,70,185,2010,MIN,1,9,9
333,Nino Niederreiter,"CAR, MIN",R,31,1992-09-08,Chur,,CHE,CHE,74,218,2010,NYI,1,5,5
334,Joakim Nordstrom,BOS,C,31,1992-02-25,Stockholm,,SWE,SWE,73,194,2010,CHI,3,30,90
335,Michael Chaput,MTL,C,31,1992-04-09,Ile Bizard,QC,CAN,CAN,74,199,2010,PHI,3,29,89
336,Bryan Rust,PIT,R,31,1992-05-11,Pontiac,MI,USA,USA,71,192,2010,PIT,3,20,80
337,Joonas Donskoi,S.J,R,31,1992-04-13,Raahe,,FIN,FIN,72,185,2010,FLA,4,9,99
338,Tom Kuhnhackl,NYI,R,31,1992-01-21,Landshut,,DEU,DEU,74,196,2010,PIT,4,20,110
339,Marcus Sorensen,S.J,L,31,1992-04-07,Sodertalje,,SWE,SWE,71,175,2010,OTT,4,16,106
340,Tim Heed,S.J,D,32,1991-01-27,Gothenburg,,SWE,SWE,72,180,2010,ANA,5,12,132
341,Sam Carrick,ANA,C,31,1992-02-04,Markham,ON,CAN,CAN,72,200,2010,TOR,5,24,144
342,Kenny Agostino,"MTL, N.J",L,31,1992-04-30,Morristown,NJ,USA,USA,72,204,2010,PIT,5,20,140
343,Brendan Gallagher,MTL,R,31,1992-05-06,Edmonton,AB,CAN,CAN,69,186,2010,MTL,5,27,147
344,Jesper Fast,NYR,R,32,1991-12-02,Nassjo,,SWE,SWE,73,191,2010,NYR,6,7,157
345,Kevin Gravel,EDM,D,31,1992-03-06,Kingsford,MI,USA,USA,76,205,2010,L.A,5,28,148
346,Anthony Bitetto,"MIN, NSH",D,33,1990-07-15,Island Park,NY,USA,USA,73,222,2010,NSH,6,18,168
347,Brandon Davidson,CHI,D,32,1991-08-21,Taber,AB,CAN,CAN,74,204,2010,EDM,6,12,162
348,Zach Trotman,PIT,D,33,1990-08-26,Carmel,IN,USA,USA,75,217,2010,BOS,7,30,210
349,John Klingberg,DAL,D,31,1992-08-14,Gothenburg,,SWE,SWE,75,190,2010,DAL,5,11,131
350,Micheal Ferland,CAR,L,31,1992-04-20,Swan River,MB,CAN,CAN,74,217,2010,CGY,5,13,133
351,Mark Stone,"OTT, VGK",R,31,1992-05-13,Winnipeg,MB,CAN,CAN,75,217,2010,OTT,6,28,178
352,Erik Burgdoerfer,OTT,D,35,1988-12-11,Abington,PA,USA,USA,73,207,-,-,-,-,-
353,Ben Street,ANA,C,36,1987-02-13,Coquitlam,BC,CAN,CAN,71,190,-,-,-,-,-
354,Taylor Fedun,DAL,D,35,1988-06-04,Edmonton,AB,CAN,CAN,73,200,-,-,-,-,-
355,Matt Read,MIN,R,37,1986-06-14,Ilderton,ON,CAN,CAN,70,188,-,-,-,-,-
356,Kevan Miller,BOS,D,36,1987-11-15,Los Angeles,CA,USA,USA,74,210,-,-,-,-,-
357,Cory Conacher,T.B,C,34,1989-12-14,Burlington,ON,CAN,CAN,68,185,-,-,-,-,-
358,Brian Gibbons,"ANA, OTT","C, L",35,1988-02-26,Braintree,MA,USA,USA,68,175,-,-,-,-,-
359,Colin Blackwell,NSH,C,30,1993-03-28,Lawrence,MA,USA,USA,69,190,2011,S.J,7,13,193
360,Matthew Peca,MTL,C,30,1993-04-27,Petawawa,ON,CAN,CAN,70,181,2011,T.B,7,20,201
361,Ryan Dzingel,"CBJ, OTT","C, L",31,1992-03-09,Wheaton,IL,USA,USA,72,190,2011,OTT,7,23,204
362,Ondrej Palat,T.B,L,32,1991-03-28,Frydek-Mistek,,CZE,CZE,72,194,2011,T.B,7,27,208
363,Scott Wilson,BUF,L,31,1992-04-24,Oakville,ON,CAN,CAN,71,177,2011,PIT,7,28,209
364,Lukas Sedlak,CBJ,C,30,1993-02-25,Ceské Budejovice,,CZE,CZE,72,205,2011,CBJ,6,7,158
365,Josh Manson,ANA,D,32,1991-10-07,Hinsdale,IL,USA,CAN,75,218,2011,ANA,6,9,160
366,Max McCormick,OTT,L,31,1992-05-01,De Pere,WI,USA,USA,71,188,2011,OTT,6,20,171
367,Josh Archibald,ARI,R,31,1992-10-06,Regina,SK,CAN,CAN,70,176,2011,PIT,6,23,174
368,Travis Boyd,WSH,C,30,1993-09-14,Hopkins,MN,USA,USA,72,190,2011,WSH,6,26,177
369,Dylan DeMelo,OTT,D,30,1993-05-01,London,ON,CAN,CAN,72,195,2011,S.J,6,28,179
370,Johnny Gaudreau,CGY,L,30,1993-08-13,Salem,NJ,USA,USA,69,165,2011,CGY,4,13,104
371,Tobias Rieder,EDM,R,30,1993-01-10,Landshut,,DEU,DEU,71,189,2011,EDM,4,23,114
372,Fredrik Claesson,NYR,D,31,1992-11-24,Stockholm,,SWE,SWE,73,196,2011,OTT,5,5,126
373,Blake Pietila,N.J,L,30,1993-02-20,Milford,MI,USA,USA,71,200,2011,N.J,5,8,129
374,Nick Seeler,MIN,D,30,1993-06-03,Eden Prairie,MN,USA,USA,74,201,2011,MIN,5,10,131
375,Sean Kuraly,BOS,C,30,1993-01-20,Dublin,OH,USA,USA,74,213,2011,S.J,5,12,133
376,Andrew Shaw,MTL,R,32,1991-07-20,Belleville,ON,CAN,CAN,71,182,2011,CHI,5,18,139
377,Vincent Trocheck,FLA,C,30,1993-07-11,Pittsburgh,PA,USA,USA,71,184,2011,FLA,3,3,64
378,Adam Lowry,WPG,C,30,1993-03-29,St. Louis,MO,USA,USA,78,208,2011,WPG,3,6,67
379,Nick Cousins,ARI,C,30,1993-07-20,Belleville,ON,CAN,CAN,71,192,2011,PHI,3,7,68
380,Steven Fogarty,NYR,C,30,1993-04-19,Chambersburg,PA,USA,USA,75,204,2011,NYR,3,11,72
381,Blake Coleman,N.J,C,32,1991-11-28,Plano,TX,USA,USA,71,199,2011,N.J,3,14,75
382,Andy Welinski,ANA,D,30,1993-04-27,Duluth,MN,USA,USA,74,212,2011,ANA,3,22,83
383,Alan Quine,CGY,C,30,1993-02-25,Belleville,ON,CAN,CAN,72,203,2013,NYI,6,15,166
384,Josh Leivo,"TOR, VAN",L,30,1993-05-26,Innisfil,ON,CAN,CAN,74,192,2011,TOR,3,25,86
385,Kyle Rau,MIN,C,31,1992-10-24,Eden Prairie,MN,USA,USA,69,171,2011,FLA,3,30,91
386,Jean-Gabriel Pageau,OTT,C,31,1992-11-11,Ottawa,ON,CAN,CAN,71,185,2011,OTT,4,5,96
387,Mike Reilly,MTL,D,30,1993-07-13,Chicago,IL,USA,USA,73,196,2011,CBJ,4,7,98
388,Reid Boucher,VAN,C,30,1993-09-08,Lansing,MI,USA,USA,70,195,2011,N.J,4,8,99
389,Ty Rattie,EDM,R,30,1993-02-05,Calgary,AB,CAN,CAN,71,183,2011,STL,2,2,32
390,Rocco Grimaldi,NSH,C,30,1993-02-08,Anaheim,CA,USA,USA,66,180,2011,FLA,2,3,33
391,Scott Mayfield,NYI,D,31,1992-10-14,St. Louis,MO,USA,USA,77,220,2011,NYI,2,4,34
392,Adam Clendening,CBJ,D,31,1992-10-26,Niagara Falls,NY,USA,USA,72,194,2011,CHI,2,6,36
393,Boone Jenner,CBJ,C,30,1993-06-15,Dorchester,ON,CAN,CAN,74,203,2011,CBJ,2,7,37
394,Dmitrij Jaskin,WSH,R,30,1993-03-23,Omsk,,RUS,CZE,74,216,2011,STL,2,11,41
395,Victor Rask,"CAR, MIN",C,30,1993-03-01,Leksand,,SWE,SWE,74,199,2011,CAR,2,12,42
396,Brandon Saad,CHI,L,31,1992-10-27,Pittsburgh,PA,USA,USA,73,215,2011,CHI,2,13,43
397,Brett Ritchie,DAL,R,30,1993-07-01,Orangeville,ON,CAN,CAN,76,215,2011,DAL,2,14,44
398,Markus Granlund,VAN,C,30,1993-04-16,Oulu,,FIN,FIN,72,180,2011,CGY,2,15,45
399,Joel Edmundson,STL,D,30,1993-06-28,Brandon,MB,CAN,CAN,77,221,2011,STL,2,16,46
400,Matt Nieto,COL,L,31,1992-11-05,Long Beach,CA,USA,USA,71,187,2011,S.J,2,17,47
401,Xavier Ouellet,MTL,D,30,1993-07-29,Bayonne,,FRA,FRA,72,197,2011,DET,2,18,48
402,Miikka Salomaki,NSH,R,30,1993-03-09,Raahe,,FIN,FIN,71,203,2011,NSH,2,22,52
403,William Karlsson,VGK,C,30,1993-01-08,Marsta,,SWE,SWE,72,190,2011,ANA,2,23,53
404,Scott Harrington,CBJ,D,30,1993-03-10,Kingston,ON,CAN,CAN,74,204,2011,PIT,2,24,54
405,Nikita Kucherov,T.B,R,30,1993-06-17,Maykop,,RUS,RUS,71,181,2011,T.B,2,28,58
406,Ryan Nugent-Hopkins,EDM,C,30,1993-04-12,Burnaby,BC,CAN,CAN,72,195,2011,EDM,1,1,1
407,Gabriel Landeskog,COL,L,31,1992-11-23,Stockholm,,SWE,SWE,73,215,2011,COL,1,2,2
408,Jonathan Huberdeau,FLA,L,30,1993-06-04,Saint-Jerome,QC,CAN,CAN,73,200,2011,FLA,1,3,3
409,Adam Larsson,EDM,D,31,1992-11-12,Skellefteå,,SWE,SWE,75,209,2011,N.J,1,4,4
410,Ryan Strome,"EDM, NYR",C,30,1993-07-11,Mississauga,ON,CAN,CAN,73,191,2011,NYI,1,5,5
411,Mika Zibanejad,NYR,C,30,1993-04-18,Huddinge,,SWE,SWE,74,202,2011,OTT,1,6,6
412,Mark Scheifele,WPG,C,30,1993-03-15,Kitchener,ON,CAN,CAN,75,198,2011,WPG,1,7,7
413,Sean Couturier,PHI,C,31,1992-12-07,Phoenix,AZ,USA,CAN,75,211,2011,PHI,1,8,8
414,Dougie Hamilton,CAR,D,30,1993-06-17,Toronto,ON,CAN,CAN,78,230,2011,BOS,1,9,9
415,Jonas Brodin,MIN,D,30,1993-07-12,Karlstad,,SWE,SWE,74,196,2011,MIN,1,10,10
416,Ryan Murphy,"MIN, N.J",D,30,1993-03-31,Aurora,ON,CAN,CAN,71,175,2011,CAR,1,12,12
417,Sven Baertschi,VAN,L,31,1992-10-05,Bern,,CHE,CHE,71,190,2011,CGY,1,13,13
418,Jamie Oleksiak,"DAL, PIT",D,30,1992-12-21,Toronto,ON,CAN,CAN,79,257,2011,DAL,1,14,14
419,J.T. Miller,T.B,C,30,1993-03-14,East Palestine,OH,USA,USA,73,218,2011,NYR,1,15,15
420,Joel Armia,MTL,R,30,1993-05-31,Pori,,FIN,FIN,75,216,2011,BUF,1,16,16
421,Nathan Beaulieu,"BUF, WPG",D,31,1992-12-05,Strathroy,ON,CAN,CAN,74,200,2011,MTL,1,17,17
422,Oscar Klefbom,EDM,D,30,1993-07-20,Karlstad,,SWE,SWE,75,216,2011,EDM,1,19,19
423,Connor Murphy,CHI,D,30,1993-03-26,Dublin,OH,USA,USA,76,212,2011,PHX,1,20,20
424,Stefan Noesen,N.J,R,30,1993-02-12,Plano,TX,USA,USA,73,205,2011,OTT,1,21,21
425,Joe Morrow,WPG,D,31,1992-12-09,Edmonton,AB,CAN,CAN,72,196,2011,PIT,1,23,23
426,Matt Puempel,DET,L,30,1993-01-24,Windsor,ON,CAN,CAN,73,205,2011,OTT,1,24,24
427,Phillip Danault,MTL,C,30,1993-02-24,Victoriaville,QC,CAN,CAN,73,200,2011,CHI,1,26,26
428,Vladislav Namestnikov,NYR,C,31,1992-11-22,Zhukovskiy,,RUS,RUS,72,179,2011,T.B,1,27,27
429,Rickard Rakell,ANA,"C, L",30,1993-05-05,Sundbyberg,,SWE,SWE,73,195,2011,ANA,1,30,30
430,Colin Miller,VGK,D,31,1992-10-29,Sault Ste. Marie,ON,CAN,CAN,73,200,2012,L.A,5,30,151
431,Jonathan Marchessault,VGK,C,32,1990-12-27,Cap-Rouge,QC,CAN,CAN,69,183,-,-,-,-,-
432,Kurtis Gabriel,N.J,R,30,1993-04-20,Newmarket,ON,CAN,CAN,76,212,2013,MIN,3,20,81
433,Tomas Hyka,VGK,R,30,1993-03-23,Mlada Boleslav,,CZE,CZE,71,160,2012,L.A,6,20,171
434,Barclay Goodrow,S.J,R,30,1993-02-26,Toronto,ON,CAN,CAN,74,204,-,-,-,-,-
435,Brad Hunt,"MIN, VGK",D,35,1988-08-24,Maple Ridge,BC,CAN,CAN,69,177,-,-,-,-,-
436,Torey Krug,BOS,D,32,1991-04-12,Livonia,MI,USA,USA,69,194,-,-,-,-,-
437,Cameron Schilling,WPG,D,35,1988-10-07,Carmel,IN,USA,USA,74,182,-,-,-,-,-
438,J.T. Brown,MIN,R,33,1990-07-02,Burnsville,MN,USA,USA,70,182,-,-,-,-,-
439,Matt Tennyson,BUF,D,33,1990-04-23,Minneapolis,MN,USA,USA,74,205,-,-,-,-,-
440,Luke Glendening,DET,C,34,1989-04-28,Grand Rapids,MI,USA,USA,71,190,-,-,-,-,-
441,Yanni Gourde,T.B,C,32,1991-12-15,Saint-Narcisse,QC,CAN,CAN,69,174,-,-,-,-,-
442,Ryan Murray,CBJ,D,30,1993-09-27,Regina,SK,CAN,CAN,73,206,2012,CBJ,1,2,2
443,Alex Galchenyuk,ARI,C,29,1994-02-12,Milwaukee,WI,USA,USA,73,194,2012,MTL,1,3,3
444,Morgan Rielly,TOR,D,29,1994-03-09,Vancouver,BC,CAN,CAN,73,222,2012,TOR,1,5,5
445,Hampus Lindholm,ANA,D,29,1994-01-20,Helsingborg,,SWE,SWE,76,215,2012,ANA,1,6,6
446,Matt Dumba,MIN,D,29,1994-07-25,Regina,SK,CAN,CAN,72,181,2012,MIN,1,7,7
447,Pontus Aberg,"ANA, MIN",L,30,1993-09-23,Stockholm,,SWE,SWE,71,194,2012,NSH,2,7,37
448,Phillip Di Giuseppe,"CAR, NSH",L,30,1993-10-09,Toronto,ON,CAN,CAN,72,193,2012,CAR,2,8,38
449,Brendan Gaunce,VAN,C,29,1994-03-25,Sudbury,ON,CAN,CAN,75,219,2012,VAN,1,26,26
450,Brady Skjei,NYR,D,29,1994-03-26,Lakeville,MN,USA,USA,75,210,2012,NYR,1,28,28
451,Tanner Pearson,"L.A, PIT, VAN",L,31,1992-08-10,Kitchener,ON,CAN,CAN,73,201,2012,L.A,1,30,30
452,Scott Laughton,PHI,C,29,1994-05-30,Oakville,ON,CAN,CAN,73,190,2012,PHI,1,20,20
453,Mark Jankowski,CGY,C,29,1994-09-13,Hamilton,ON,CAN,CAN,76,212,2012,CGY,1,21,21
454,Olli Maatta,PIT,D,29,1994-08-22,Jyväskylä,,FIN,FIN,74,207,2012,PIT,1,22,22
455,Mike Matheson,FLA,D,29,1994-02-27,Pointe-Claire,QC,CAN,CAN,74,193,2012,FLA,1,23,23
456,Jordan Schmaltz,STL,D,30,1993-10-08,Madison,WI,USA,USA,74,196,2012,STL,1,25,25
457,Zemgus Girgensons,BUF,C,29,1994-01-05,Riga,,LVA,LVA,74,200,2012,BUF,1,14,14
458,Cody Ceci,OTT,D,29,1993-12-21,Ottawa,ON,CAN,CAN,74,210,2012,OTT,1,15,15
459,Tom Wilson,WSH,R,29,1994-03-29,Toronto,ON,CAN,CAN,76,220,2012,WSH,1,16,16
460,Tomas Hertl,S.J,C,30,1993-11-12,Praha,,CZE,CZE,75,215,2012,S.J,1,17,17
461,Teuvo Teravainen,CAR,L,29,1994-09-11,Helsinki,,FIN,FIN,71,191,2012,CHI,1,18,18
462,Derrick Pouliot,VAN,D,29,1994-01-16,Estevan,SK,CAN,CAN,72,196,2012,PIT,1,8,8
463,Jacob Trouba,WPG,D,29,1994-02-26,Rochester,MI,USA,USA,75,203,2012,WPG,1,9,9
464,Slater Koekkoek,"CHI, T.B",D,29,1994-02-18,Winchester,ON,CAN,CAN,74,193,2012,T.B,1,10,10
465,Filip Forsberg,NSH,L,29,1994-08-13,Ostervala,,SWE,SWE,73,205,2012,WSH,1,11,11
466,Radek Faksa,DAL,C,29,1994-01-09,Vitkov,,CZE,CZE,75,225,2012,DAL,1,13,13
467,Matt Grzelcyk,BOS,D,29,1994-01-05,Charlestown,MA,USA,USA,70,176,2012,BOS,3,24,85
468,Colton Parayko,STL,D,30,1993-05-12,St. Albert,AB,CAN,CAN,78,228,2012,STL,3,25,86
469,Brendan Leipsic,"L.A, VAN",L,29,1994-05-19,Winnipeg,MB,CAN,CAN,70,180,2012,NSH,3,28,89
