,Player,Team,Position,Age,Date of Birth,Birth City,Birth State/Province,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Team,Draft Round,Round Pick,Overall Draft Position
236,Joakim Nordstrom,CGY,C,31,1992-02-25,Stockholm,,SWE,SWE,73,194,2010,CHI,3,30,90
237,Michael Chaput,ARI,C,31,1992-04-09,Ile Bizard,QC,CAN,CAN,74,199,2010,PHI,3,29,89
238,Bryan Rust,PIT,R,31,1992-05-11,Pontiac,MI,USA,USA,71,192,2010,PIT,3,20,80
239,Joonas Donskoi,COL,R,31,1992-04-13,Raahe,,FIN,FIN,72,185,2010,FLA,4,9,99
240,Jani Hakanpaa,"ANA, CAR",D,31,1992-03-31,Kirkkonummi,,FIN,FIN,78,225,2010,STL,4,14,104
241,Marcus Sorensen,S.J,L,31,1992-04-07,Sodertalje,,SWE,SWE,71,175,2010,OTT,4,16,106
242,Sam Carrick,ANA,C,31,1992-02-04,Markham,ON,CAN,CAN,72,200,2010,TOR,5,24,144
243,Kenny Agostino,TOR,L,31,1992-04-30,Morristown,NJ,USA,USA,72,204,2010,PIT,5,20,140
244,Brendan Gallagher,MTL,R,31,1992-05-06,Edmonton,AB,CAN,CAN,69,186,2010,MTL,5,27,147
245,Jesper Fast,CAR,R,32,1991-12-02,Nassjo,,SWE,SWE,73,191,2010,NYR,6,7,157
246,Anthony Bitetto,NYR,D,33,1990-07-15,Island Park,NY,USA,USA,73,222,2010,NSH,6,18,168
247,Brandon Davidson,BUF,D,32,1991-08-21,Taber,AB,CAN,CAN,74,204,2010,EDM,6,12,162
248,John Klingberg,DAL,D,31,1992-08-14,Gothenburg,,SWE,SWE,75,190,2010,DAL,5,11,131
249,Mark Stone,VGK,R,31,1992-05-13,Winnipeg,MB,CAN,CAN,75,217,2010,OTT,6,28,178
250,Michael Sgarbossa,WSH,C,31,1992-07-25,Campbellville,ON,CAN,CAN,72,179,-,-,-,-,-
251,Alex Belzile,MTL,R,32,1991-08-31,Rivière-du-Loup,QC,CAN,CAN,72,196,-,-,-,-,-
252,Kevan Miller,BOS,D,36,1987-11-15,Los Angeles,CA,USA,USA,74,210,-,-,-,-,-
253,Colin Blackwell,NYR,C,30,1993-03-28,Lawrence,MA,USA,USA,69,190,2011,S.J,7,13,193
254,Matthew Peca,OTT,C,30,1993-04-27,Petawawa,ON,CAN,CAN,70,181,2011,T.B,7,20,201
255,Ryan Dzingel,"CAR, OTT","C, L",31,1992-03-09,Wheaton,IL,USA,USA,72,190,2011,OTT,7,23,204
256,Ondrej Palat,T.B,L,32,1991-03-28,Frydek-Mistek,,CZE,CZE,72,194,2011,T.B,7,27,208
257,Nikita Nesterov,CGY,D,30,1993-03-28,Chelyabinsk,,RUS,RUS,71,191,2011,T.B,5,27,148
258,Josh Manson,ANA,D,32,1991-10-07,Hinsdale,IL,USA,CAN,75,218,2011,ANA,6,9,160
259,Max McCormick,CAR,L,31,1992-05-01,De Pere,WI,USA,USA,71,188,2011,OTT,6,20,171
260,Josh Archibald,EDM,R,31,1992-10-06,Regina,SK,CAN,CAN,70,176,2011,PIT,6,23,174
261,Travis Boyd,"TOR, VAN",C,30,1993-09-14,Hopkins,MN,USA,USA,72,190,2011,WSH,6,26,177
262,Dylan DeMelo,WPG,D,30,1993-05-01,London,ON,CAN,CAN,72,195,2011,S.J,6,28,179
263,Tyler Graovac,VAN,C,30,1993-04-27,Brampton,ON,CAN,CAN,77,208,2011,MIN,7,10,191
264,Johnny Gaudreau,CGY,L,30,1993-08-13,Salem,NJ,USA,USA,69,165,2011,CGY,4,13,104
265,Tobias Rieder,BUF,L,30,1993-01-10,Landshut,,DEU,DEU,71,189,2011,EDM,4,23,114
266,Fredrik Claesson,"S.J, T.B",D,31,1992-11-24,Stockholm,,SWE,SWE,73,196,2011,OTT,5,5,126
267,Sean Kuraly,BOS,C,30,1993-01-20,Dublin,OH,USA,USA,74,213,2011,S.J,5,12,133
268,Andrew Shaw,CHI,R,32,1991-07-20,Belleville,ON,CAN,CAN,71,182,2011,CHI,5,18,139
269,Vincent Trocheck,CAR,C,30,1993-07-11,Pittsburgh,PA,USA,USA,71,184,2011,FLA,3,3,64
270,Joseph Cramarossa,MIN,C,31,1992-10-26,Toronto,ON,CAN,CAN,73,190,2011,ANA,3,4,65
271,Adam Lowry,WPG,C,30,1993-03-29,St. Louis,MO,USA,USA,78,208,2011,WPG,3,6,67
272,Nick Cousins,NSH,C,30,1993-07-20,Belleville,ON,CAN,CAN,71,192,2011,PHI,3,7,68
273,Steven Fogarty,BUF,C,30,1993-04-19,Chambersburg,PA,USA,USA,75,204,2011,NYR,3,11,72
274,Blake Coleman,T.B,C,32,1991-11-28,Plano,TX,USA,USA,71,199,2011,N.J,3,14,75
275,Andy Andreoff,PHI,C,32,1991-05-17,Pickering,ON,CAN,CAN,73,208,2011,L.A,3,19,80
276,Andy Welinski,ANA,D,30,1993-04-27,Duluth,MN,USA,USA,74,212,2011,ANA,3,22,83
277,Josh Leivo,CGY,L,30,1993-05-26,Innisfil,ON,CAN,CAN,74,192,2011,TOR,3,25,86
278,Kyle Rau,MIN,C,31,1992-10-24,Eden Prairie,MN,USA,USA,69,171,2011,FLA,3,30,91
279,Jean-Gabriel Pageau,NYI,C,31,1992-11-11,Ottawa,ON,CAN,CAN,71,185,2011,OTT,4,5,96
280,Mike Reilly,"BOS, OTT",D,30,1993-07-13,Chicago,IL,USA,USA,73,196,2011,CBJ,4,7,98
281,Rocco Grimaldi,NSH,R,30,1993-02-08,Anaheim,CA,USA,USA,66,180,2011,FLA,2,3,33
282,Scott Mayfield,NYI,D,31,1992-10-14,St. Louis,MO,USA,USA,77,220,2011,NYI,2,4,34
283,Tomas Jurco,VGK,R,30,1992-12-28,Kosice,,SVK,SVK,74,197,2011,DET,2,5,35
284,Boone Jenner,CBJ,C,30,1993-06-15,Dorchester,ON,CAN,CAN,74,203,2011,CBJ,2,7,37
285,Victor Rask,MIN,C,30,1993-03-01,Leksand,,SWE,SWE,74,199,2011,CAR,2,12,42
286,Brandon Saad,COL,L,31,1992-10-27,Pittsburgh,PA,USA,USA,73,215,2011,CHI,2,13,43
287,Brett Ritchie,CGY,R,30,1993-07-01,Orangeville,ON,CAN,CAN,76,215,2011,DAL,2,14,44
288,Joel Edmundson,MTL,D,30,1993-06-28,Brandon,MB,CAN,CAN,77,221,2011,STL,2,16,46
289,Matt Nieto,S.J,L,31,1992-11-05,Long Beach,CA,USA,USA,71,187,2011,S.J,2,17,47
290,Xavier Ouellet,MTL,D,30,1993-07-29,Bayonne,,FRA,FRA,72,197,2011,DET,2,18,48
291,William Karlsson,VGK,C,30,1993-01-08,Marsta,,SWE,SWE,72,190,2011,ANA,2,23,53
292,Scott Harrington,CBJ,D,30,1993-03-10,Kingston,ON,CAN,CAN,74,204,2011,PIT,2,24,54
293,Ryan Nugent-Hopkins,EDM,C,30,1993-04-12,Burnaby,BC,CAN,CAN,72,195,2011,EDM,1,1,1
294,Gabriel Landeskog,COL,L,31,1992-11-23,Stockholm,,SWE,SWE,73,215,2011,COL,1,2,2
295,Jonathan Huberdeau,FLA,L,30,1993-06-04,Saint-Jerome,QC,CAN,CAN,73,200,2011,FLA,1,3,3
296,Adam Larsson,EDM,D,31,1992-11-12,Skellefteå,,SWE,SWE,75,209,2011,N.J,1,4,4
297,Ryan Strome,NYR,C,30,1993-07-11,Mississauga,ON,CAN,CAN,73,191,2011,NYI,1,5,5
298,Mika Zibanejad,NYR,C,30,1993-04-18,Huddinge,,SWE,SWE,74,202,2011,OTT,1,6,6
299,Mark Scheifele,WPG,C,30,1993-03-15,Kitchener,ON,CAN,CAN,75,198,2011,WPG,1,7,7
300,Sean Couturier,PHI,C,31,1992-12-07,Phoenix,AZ,USA,CAN,75,211,2011,PHI,1,8,8
301,Dougie Hamilton,CAR,D,30,1993-06-17,Toronto,ON,CAN,CAN,78,230,2011,BOS,1,9,9
302,Jonas Brodin,MIN,D,30,1993-07-12,Karlstad,,SWE,SWE,74,196,2011,MIN,1,10,10
303,Jamie Oleksiak,DAL,D,30,1992-12-21,Toronto,ON,CAN,CAN,79,257,2011,DAL,1,14,14
304,J.T. Miller,VAN,C,30,1993-03-14,East Palestine,OH,USA,USA,73,218,2011,NYR,1,15,15
305,Joel Armia,MTL,R,30,1993-05-31,Pori,,FIN,FIN,75,216,2011,BUF,1,16,16
306,Nathan Beaulieu,WPG,D,31,1992-12-05,Strathroy,ON,CAN,CAN,74,200,2011,MTL,1,17,17
307,Connor Murphy,CHI,D,30,1993-03-26,Dublin,OH,USA,USA,76,212,2011,PHX,1,20,20
308,Stefan Noesen,"S.J, TOR",R,30,1993-02-12,Plano,TX,USA,USA,73,205,2011,OTT,1,21,21
309,Phillip Danault,MTL,C,30,1993-02-24,Victoriaville,QC,CAN,CAN,73,200,2011,CHI,1,26,26
310,Vladislav Namestnikov,DET,C,31,1992-11-22,Zhukovskiy,,RUS,RUS,72,179,2011,T.B,1,27,27
311,Rickard Rakell,ANA,L,30,1993-05-05,Sundbyberg,,SWE,SWE,73,195,2011,ANA,1,30,30
312,Colin Miller,BUF,D,31,1992-10-29,Sault Ste. Marie,ON,CAN,CAN,73,200,2012,L.A,5,30,151
313,Jonathan Marchessault,VGK,C,32,1990-12-27,Cap-Rouge,QC,CAN,CAN,69,183,-,-,-,-,-
314,Kurtis Gabriel,S.J,R,30,1993-04-20,Newmarket,ON,CAN,CAN,76,212,2013,MIN,3,20,81
315,Barclay Goodrow,T.B,C,30,1993-02-26,Toronto,ON,CAN,CAN,74,204,-,-,-,-,-
316,Brad Hunt,MIN,D,35,1988-08-24,Maple Ridge,BC,CAN,CAN,69,177,-,-,-,-,-
317,Torey Krug,STL,D,32,1991-04-12,Livonia,MI,USA,USA,69,194,-,-,-,-,-
318,Matt Tennyson,N.J,D,33,1990-04-23,Minneapolis,MN,USA,USA,74,205,-,-,-,-,-
319,Luke Glendening,DET,C,34,1989-04-28,Grand Rapids,MI,USA,USA,71,190,-,-,-,-,-
320,Yanni Gourde,T.B,C,32,1991-12-15,Saint-Narcisse,QC,CAN,CAN,69,174,-,-,-,-,-
321,Ryan Murray,N.J,D,30,1993-09-27,Regina,SK,CAN,CAN,73,206,2012,CBJ,1,2,2
322,Alex Galchenyuk,"OTT, TOR","C, L",29,1994-02-12,Milwaukee,WI,USA,USA,73,194,2012,MTL,1,3,3
323,Morgan Rielly,TOR,D,29,1994-03-09,Vancouver,BC,CAN,CAN,73,222,2012,TOR,1,5,5
324,Hampus Lindholm,ANA,D,29,1994-01-20,Helsingborg,,SWE,SWE,76,215,2012,ANA,1,6,6
325,Matt Dumba,MIN,D,29,1994-07-25,Regina,SK,CAN,CAN,72,181,2012,MIN,1,7,7
326,Phillip Di Giuseppe,NYR,L,30,1993-10-09,Toronto,ON,CAN,CAN,72,193,2012,CAR,2,8,38
327,Brady Skjei,CAR,D,29,1994-03-26,Lakeville,MN,USA,USA,75,210,2012,NYR,1,28,28
328,Stefan Matteau,CBJ,C,29,1994-02-23,Chicago,IL,USA,USA,74,208,2012,N.J,1,29,29
329,Tanner Pearson,VAN,L,31,1992-08-10,Kitchener,ON,CAN,CAN,73,201,2012,L.A,1,30,30
330,Scott Laughton,PHI,C,29,1994-05-30,Oakville,ON,CAN,CAN,73,190,2012,PHI,1,20,20
331,Mark Jankowski,PIT,C,29,1994-09-13,Hamilton,ON,CAN,CAN,76,212,2012,CGY,1,21,21
332,Olli Maatta,L.A,D,29,1994-08-22,Jyväskylä,,FIN,FIN,74,207,2012,PIT,1,22,22
333,Mike Matheson,PIT,D,29,1994-02-27,Pointe-Claire,QC,CAN,CAN,74,193,2012,FLA,1,23,23
334,Cody Ceci,PIT,D,29,1993-12-21,Ottawa,ON,CAN,CAN,74,210,2012,OTT,1,15,15
335,Tom Wilson,WSH,R,29,1994-03-29,Toronto,ON,CAN,CAN,76,220,2012,WSH,1,16,16
336,Tomas Hertl,S.J,C,30,1993-11-12,Praha,,CZE,CZE,75,215,2012,S.J,1,17,17
337,Teuvo Teravainen,CAR,L,29,1994-09-11,Helsinki,,FIN,FIN,71,191,2012,CHI,1,18,18
338,Jacob Trouba,NYR,D,29,1994-02-26,Rochester,MI,USA,USA,75,203,2012,WPG,1,9,9
339,Slater Koekkoek,EDM,D,29,1994-02-18,Winchester,ON,CAN,CAN,74,193,2012,T.B,1,10,10
340,Filip Forsberg,NSH,L,29,1994-08-13,Ostervala,,SWE,SWE,73,205,2012,WSH,1,11,11
341,Mikhail Grigorenko,CBJ,C,29,1994-05-16,Khabarovsk,,RUS,RUS,75,206,2012,BUF,1,12,12
342,Radek Faksa,DAL,C,29,1994-01-09,Vitkov,,CZE,CZE,75,225,2012,DAL,1,13,13
343,Matt Grzelcyk,BOS,D,29,1994-01-05,Charlestown,MA,USA,USA,70,176,2012,BOS,3,24,85
344,Colton Parayko,STL,D,30,1993-05-12,St. Albert,AB,CAN,CAN,78,228,2012,STL,3,25,86
345,Oskar Sundqvist,STL,C,29,1994-03-23,Boden,,SWE,SWE,75,220,2012,PIT,3,20,81
346,Esa Lindell,DAL,D,29,1994-05-23,Vantaa,,FIN,FIN,75,220,2012,DAL,3,13,74
347,Chandler Stephenson,VGK,C,29,1994-04-22,Saskatoon,SK,CAN,CAN,72,209,2012,WSH,3,16,77
348,Shayne Gostisbehere,PHI,D,30,1993-04-20,Pembroke Pines,FL,USA,USA,71,180,2012,PHI,3,17,78
349,Mackenzie MacEachern,STL,L,29,1994-03-09,Bloomfield Hills,MI,USA,USA,74,193,2012,STL,3,6,67
350,Devin Shore,EDM,C,29,1994-07-19,Ajax,ON,CAN,CAN,73,206,2012,DAL,2,31,61
351,Jujhar Khaira,EDM,L,29,1994-08-13,Surrey,BC,CAN,CAN,76,212,2012,EDM,3,2,63
352,Adam Pelech,NYI,D,29,1994-08-16,Toronto,ON,CAN,CAN,75,210,2012,NYI,3,4,65
353,Jimmy Vesey,"TOR, VAN",L,30,1993-05-26,Boston,MA,USA,USA,75,202,2012,NSH,3,5,66
354,Chris Tierney,OTT,C,29,1994-07-01,Keswick,ON,CAN,CAN,73,191,2012,S.J,2,25,55
355,Jordan Martinook,CAR,L,31,1992-07-25,Brandon,MB,CAN,CAN,72,196,2012,PHX,2,28,58
356,Damon Severson,N.J,D,29,1994-08-07,Melville,SK,CAN,CAN,74,205,2012,N.J,2,30,60
357,Martin Frk,L.A,R,30,1993-10-05,Pelhrimov,,CZE,CZE,73,210,2012,DET,2,19,49
358,Colton Sissons,NSH,C,30,1993-11-05,North Vancouver,BC,CAN,CAN,73,200,2012,NSH,2,20,50
359,Teddy Blueger,PIT,C,29,1994-08-15,Riga,,LVA,LVA,72,185,2012,PIT,2,22,52
360,Jake McCabe,BUF,D,30,1993-10-12,Eau Claire,WI,USA,USA,73,204,2012,BUF,2,14,44
361,Brock McGinn,CAR,L,29,1994-02-02,Fergus,ON,CAN,CAN,72,187,2012,CAR,2,17,47
362,Connor Carrick,N.J,D,29,1994-04-13,Orland Park,IL,USA,USA,70,198,2012,WSH,5,16,137
363,Dominic Toninato,WPG,C,29,1994-03-09,Duluth,MN,USA,USA,74,191,2012,TOR,5,5,126
364,Jaccob Slavin,CAR,D,29,1994-05-01,Denver,CO,USA,USA,75,207,2012,CAR,4,29,120
365,Andreas Athanasiou,L.A,C,29,1994-08-06,London,ON,CAN,CAN,74,190,2012,DET,4,19,110
366,Gemel Smith,T.B,C,29,1994-04-16,Toronto,ON,CAN,CAN,70,203,2012,DAL,4,13,104
367,Brett Kulak,MTL,D,29,1994-01-06,Edmonton,AB,CAN,CAN,73,197,2012,CGY,4,14,105
368,Cedric Paquette,"CAR, OTT",C,30,1993-08-13,Gaspe,QC,CAN,CAN,72,205,2012,T.B,4,10,101
369,Erik Gustafsson,"MTL, PHI",D,31,1992-03-14,Nynashamn,,SWE,SWE,72,197,2012,EDM,4,2,93
370,Josh Anderson,MTL,R,29,1994-05-07,Burlington,ON,CAN,CAN,75,218,2012,CBJ,4,4,95
371,Matthew Benning,NSH,D,29,1994-05-25,Edmonton,AB,CAN,CAN,73,203,2012,BOS,6,24,175
372,Vinnie Hinostroza,"CHI, FLA","C, L",29,1994-04-03,Chicago,IL,USA,USA,70,183,2012,CHI,6,18,169
373,Connor Brown,OTT,R,29,1994-01-14,Toronto,ON,CAN,CAN,72,181,2012,TOR,6,5,156
374,Ben Hutton,"ANA, TOR",D,30,1993-04-20,Brockville,ON,CAN,CAN,75,201,2012,VAN,5,26,147
375,Alexander Kerfoot,TOR,C,29,1994-08-11,Vancouver,BC,CAN,CAN,71,186,2012,N.J,5,29,150
376,Nikita Gusev,"FLA, N.J",L,31,1992-07-08,Moscow,,RUS,RUS,69,163,2012,T.B,7,21,202
377,Christian Djoos,DET,D,29,1994-08-06,Gothenburg,,SWE,SWE,72,180,2012,WSH,7,14,195
378,Joakim Ryan,CAR,D,30,1993-06-17,Rumson,NJ,USA,USA,71,185,2012,S.J,7,17,198
379,Liam O'Brien,COL,C,29,1994-07-29,Halifax,NS,CAN,CAN,73,213,-,-,-,-,-
380,Kurtis MacDermid,L.A,D,29,1994-03-25,Sauble Beach,ON,CAN,CAN,77,233,-,-,-,-,-
381,Jayson Megna,COL,C,33,1990-02-01,Fort Lauderdale,FL,USA,USA,73,195,-,-,-,-,-
382,Scott Sabourin,TOR,R,31,1992-07-30,Orleans,ON,CAN,CAN,75,208,-,-,-,-,-
383,Buddy Robinson,CGY,R,32,1991-09-30,Bellmawr,NJ,USA,USA,78,232,-,-,-,-,-
384,Danny DeKeyser,DET,D,33,1990-03-07,Detroit,MI,USA,USA,75,183,-,-,-,-,-
385,Nate Schmidt,VAN,D,32,1991-07-16,St. Cloud,MN,USA,USA,72,195,-,-,-,-,-
386,Carter Rowney,ANA,C,34,1989-05-10,Grand Prairie,AB,CAN,CAN,74,208,-,-,-,-,-
387,Chad Ruhwedel,PIT,D,33,1990-05-07,San Diego,CA,USA,USA,71,191,-,-,-,-,-
388,Michael Raffl,"PHI, WSH",L,35,1988-12-01,Villach,,AUT,AUT,73,205,-,-,-,-,-
389,Brian Pinho,WSH,C,28,1995-05-11,Beverly,MA,USA,USA,73,186,2013,WSH,6,23,174
390,Anton Blidh,BOS,L,28,1995-03-14,Molnlycke,,SWE,SWE,73,197,2013,BOS,6,29,180
391,Dominik Kubalik,CHI,L,28,1995-08-21,Plzen,,CZE,CZE,74,190,2013,L.A,7,10,191
392,Kyle Burroughs,COL,D,28,1995-07-12,Vancouver,BC,CAN,CAN,72,193,2013,NYI,7,15,196
393,Andreas Johnsson,N.J,L,29,1994-11-21,Gävle,,SWE,SWE,70,195,2013,TOR,7,21,202
394,Tyler Lewington,NSH,D,29,1994-12-05,Edmonton,AB,CAN,CAN,74,195,2013,WSH,7,23,204
395,MacKenzie Weegar,FLA,D,29,1994-01-07,Ottawa,ON,CAN,CAN,72,206,2013,FLA,7,25,206
396,Tyler Motte,VAN,C,28,1995-03-10,St. Clair,MI,USA,USA,70,192,2013,CHI,4,30,121
397,Will Butcher,N.J,D,28,1995-01-06,Sun Prairie,WI,USA,USA,70,195,2013,COL,5,2,123
398,Tucker Poolman,WPG,D,30,1993-06-08,Dubuque,IA,USA,USA,74,199,2013,WPG,5,6,127
399,Connor Clifton,BOS,D,28,1995-04-28,Long Branch,NJ,USA,USA,71,190,2013,PHX,5,12,133
400,Luke Johnson,MIN,C,29,1994-09-19,Grand Forks,ND,USA,USA,71,174,2013,CHI,5,13,134
401,Carson Soucy,MIN,D,29,1994-07-27,Viking,AB,CAN,CAN,77,208,2013,MIN,5,16,137
402,Jonny Brodzinski,NYR,C,30,1993-06-19,Ham Lake,MN,USA,USA,72,212,2013,L.A,5,27,148
403,Josh Brown,OTT,D,29,1994-01-21,London,ON,CAN,CAN,77,220,2013,FLA,6,1,152
404,Sean Malone,NSH,C,28,1995-04-30,Buffalo,NY,USA,USA,72,197,2013,BUF,6,8,159
405,Hudson Fasching,ARI,R,28,1995-07-28,Milwaukee,WI,USA,USA,75,204,2013,L.A,4,27,118
406,John Hayden,ARI,C,28,1995-02-14,Chicago,IL,USA,USA,75,223,2013,CHI,3,13,74
407,Pavel Buchnevich,NYR,R,28,1995-04-17,Cherepovets,,RUS,RUS,73,196,2013,NYR,3,14,75
408,Jake Guentzel,PIT,L,29,1994-10-06,Omaha,NE,USA,USA,71,180,2013,PIT,3,16,77
409,Mattias Janmark,"CHI, VGK",C,31,1992-12-08,Stockholm,,SWE,SWE,73,205,2013,DET,3,18,79
410,Anthony Duclair,FLA,L,28,1995-08-26,Pointe-Claire,QC,CAN,CAN,71,197,2013,NYR,3,19,80
411,Carter Verhaeghe,FLA,C,28,1995-08-14,Toronto,ON,CAN,CAN,74,180,2013,TOR,3,21,82
412,Oliver Bjorkstrand,CBJ,R,28,1995-04-10,Herning,,DNK,DNK,72,175,2013,CBJ,3,28,89
413,Miles Wood,N.J,L,28,1995-09-13,Buffalo,NY,USA,USA,74,195,2013,N.J,4,9,100
414,Nick Paul,OTT,L,28,1995-03-20,Mississauga,ON,CAN,CAN,75,223,2013,DAL,4,10,101
415,Andrew Copp,WPG,C,29,1994-07-08,Ann Arbor,MI,USA,USA,73,199,2013,WPG,4,13,104
416,Ben Harpur,NSH,D,28,1995-01-12,Hamilton,ON,CAN,CAN,78,231,2013,OTT,4,17,108
417,Ryan Graves,COL,D,28,1995-05-21,Yarmouth,NS,CAN,CAN,77,220,2013,NYR,4,19,110
418,Andre Burakovsky,COL,L,28,1995-02-09,Klagenfurt,,AUT,SWE,75,209,2013,WSH,1,23,23
419,Michael McCarron,NSH,R,28,1995-03-07,Grosse Pointe,MI,USA,USA,78,232,2013,MTL,1,25,25
420,Shea Theodore,VGK,D,28,1995-08-03,Langley,BC,CAN,CAN,74,197,2013,ANA,1,26,26
421,Jason Dickinson,DAL,C,28,1995-07-04,Georgetown,ON,CAN,CAN,74,200,2013,DAL,1,29,29
422,Ryan Hartman,MIN,R,29,1994-09-20,Hilton Head Isl.,SC,USA,USA,72,197,2013,CHI,1,30,30
423,Adam Erne,DET,L,28,1995-04-20,New Haven,CT,USA,USA,73,212,2013,T.B,2,3,33
424,Jacob de la Rose,STL,L,28,1995-05-20,Arvika,,SWE,SWE,75,215,2013,MTL,2,4,34
425,J.T. Compher,COL,L,28,1995-04-08,Northbrook,IL,USA,USA,72,190,2013,BUF,2,5,35
426,Robert Hagg,PHI,D,28,1995-02-08,Uppsala,,SWE,SWE,74,210,2013,PHI,2,11,41
427,Steven Santini,STL,D,28,1995-03-07,Bronxville,NY,USA,USA,74,209,2013,N.J,2,12,42
428,Nic Petan,TOR,C,28,1995-03-22,Delta,BC,CAN,CAN,69,175,2013,WPG,2,13,43
429,Justin Bailey,VAN,R,28,1995-07-01,Buffalo,NY,USA,USA,76,214,2013,BUF,2,22,52
430,Madison Bowey,CHI,D,28,1995-04-22,Winnipeg,MB,CAN,CAN,73,207,2013,WSH,2,23,53
431,Artturi Lehkonen,MTL,L,28,1995-07-04,Piikkio,,FIN,FIN,71,179,2013,MTL,2,25,55
432,William Carrier,VGK,L,28,1994-12-20,LaSalle,QC,CAN,CAN,74,218,2013,STL,2,27,57
433,Tyler Bertuzzi,DET,L,28,1995-02-24,Sudbury,ON,CAN,CAN,73,186,2013,DET,2,28,58
434,Zach Sanford,STL,L,29,1994-11-09,Salem,MA,USA,USA,76,206,2013,WSH,2,31,61
435,Brett Pesce,CAR,D,29,1994-11-15,Tarrytown,NY,USA,USA,75,206,2013,CAR,3,5,66
436,Nathan MacKinnon,COL,C,28,1995-09-01,Halifax,NS,CAN,CAN,72,200,2013,COL,1,1,1
437,Aleksander Barkov,FLA,C,28,1995-09-02,Tampere,,FIN,FIN,75,215,2013,FLA,1,2,2
438,Jonathan Drouin,MTL,L,28,1995-03-28,Ste-Agathe,QC,CAN,CAN,71,198,2013,T.B,1,3,3
439,Seth Jones,CBJ,D,29,1994-10-03,Arlington,TX,USA,USA,76,213,2013,NSH,1,4,4
440,Elias Lindholm,CGY,C,29,1994-12-02,Boden,,SWE,SWE,73,202,2013,CAR,1,5,5
441,Sean Monahan,CGY,C,29,1994-10-12,Brampton,ON,CAN,CAN,74,196,2013,CGY,1,6,6
442,Darnell Nurse,EDM,D,28,1995-02-04,Hamilton,ON,CAN,CAN,76,221,2013,EDM,1,7,7
443,Rasmus Ristolainen,BUF,D,29,1994-10-27,Turku,,FIN,FIN,76,221,2013,BUF,1,8,8
444,Bo Horvat,VAN,C,28,1995-04-05,London,ON,CAN,CAN,72,215,2013,VAN,1,9,9
445,Valeri Nichushkin,COL,R,28,1995-03-04,Chelyabinsk,,RUS,RUS,76,210,2013,DAL,1,10,10
446,Samuel Morin,PHI,L,28,1995-07-12,Lac-Beauport,QC,CAN,CAN,78,202,2013,PHI,1,11,11
447,Max Domi,CBJ,C,28,1995-03-02,Winnipeg,MB,CAN,CAN,70,194,2013,PHX,1,12,12
448,Josh Morrissey,WPG,D,28,1995-03-28,Calgary,AB,CAN,CAN,72,185,2013,WPG,1,13,13
449,Alex Wennberg,FLA,C,29,1994-09-22,Stockholm,,SWE,SWE,74,190,2013,CBJ,1,14,14
450,Ryan Pulock,NYI,D,29,1994-10-06,Dauphin,MB,CAN,CAN,74,216,2013,NYI,1,15,15
451,Nikita Zadorov,CHI,D,28,1995-04-16,Moscow,,RUS,RUS,78,248,2013,BUF,1,16,16
452,Curtis Lazar,"BOS, BUF",C,28,1995-02-02,Salmon Arm,BC,CAN,CAN,72,203,2013,OTT,1,17,17
453,Anthony Mantha,"DET, WSH",R,29,1994-09-16,Longueuil,QC,CAN,CAN,77,234,2013,DET,1,20,20
454,Frederik Gauthier,ARI,C,28,1995-04-26,Laval,QC,CAN,CAN,77,239,2013,TOR,1,21,21
455,Jean-Sebastien Dea,BUF,C,29,1994-02-08,Laval,QC,CAN,CAN,71,174,-,-,-,-,-
456,Ross Johnston,NYI,L,29,1994-02-18,Charlottetown,PE,CAN,CAN,77,230,-,-,-,-,-
457,Dakota Mermis,MIN,D,29,1994-01-05,Alton,IL,USA,USA,72,195,-,-,-,-,-
458,Philippe Maillet,WSH,C,31,1992-11-07,Lachenai,QC,CAN,CAN,70,190,-,-,-,-,-
459,Nathan Walker,STL,L,29,1994-02-07,Cardiff,,GBR,AUS,69,187,2014,WSH,3,29,89
460,Josh Currie,PIT,R,31,1992-10-29,Charlottetown,PE,CAN,CAN,70,172,-,-,-,-,-
461,Joel Hanley,DAL,D,32,1991-06-08,Keswick,ON,CAN,CAN,71,190,-,-,-,-,-
462,Kevin Czuczman,PIT,D,32,1991-01-09,Port Elgin,ON,CAN,CAN,75,195,-,-,-,-,-
463,Conor Sheary,WSH,L,31,1992-06-08,Winchester,MA,USA,USA,69,179,-,-,-,-,-
464,Trevor van Riemsdyk,WSH,D,32,1991-07-24,Middletown,NJ,USA,USA,75,191,-,-,-,-,-
465,Ryan Carpenter,CHI,C,32,1991-01-18,Oviedo,FL,USA,USA,73,198,-,-,-,-,-
466,Jordan Oesterle,ARI,D,31,1992-06-25,Dearborn Heights,MI,USA,USA,72,187,-,-,-,-,-
467,Patrick Brown,VGK,C,31,1992-05-29,Bloomfield Hills,MI,USA,USA,73,210,-,-,-,-,-
468,Daniel Carr,WSH,L,32,1991-11-01,Sherwood Park,AB,CAN,CAN,72,186,-,-,-,-,-
469,Garnet Hathaway,WSH,R,32,1991-11-23,Kennebunkport,ME,USA,USA,75,208,-,-,-,-,-
470,Frederick Gaudreau,PIT,C,30,1993-05-01,Bromont,QC,CAN,CAN,72,184,-,-,-,-,-
471,Pierre-Edouard Bellemare,COL,C,38,1985-03-06,Le Blanc-Mesnil,,FRA,FRA,71,198,-,-,-,-,-
