Simulation,PlayerID,Player,Position,Team,Age,Games Played,Goals,Assists,Points,TOI
1,8481708,Zac Jones,D,NYR,24,0,0,0,0,0.0
1,8483499,Liam Ohgren,L,MIN,20,0,0,0,0,0.0
1,8476329,Travis Boyd,C,MIN,31,0,0,0,0,0.0
1,8474716,Jared Spurgeon,D,MIN,35,0,0,0,0,0.0
1,8478104,Sammy Blais,L,,28,0,0,0,0,0.0
1,8476331,Dylan DeMelo,D,WPG,31,0,0,0,0,0.0
1,8474884,Mike Hoffman,C,,35,0,0,0,0,0.0
1,8482159,Tyson Foerster,R,PHI,22,0,0,0,0,0.0
1,8476463,Jonas Brodin,D,MIN,31,0,0,0,0,0.0
1,8478851,Alexandre Carrier,D,NSH,28,0,0,0,0,0.0
1,8483565,Nick Blankenburg,D,NSH,26,0,0,0,0,0.0
1,8477506,Ryan Pulock,D,NYI,30,0,0,0,0,0.0
1,8480078,Filip Chytil,C,NYR,25,0,0,0,0,0.0
1,8483460,David Jiricek,D,CBJ,21,0,0,0,0,0.0
1,8482705,Cole Sillinger,C,CBJ,21,0,0,0,0,0.0
1,8480802,Ryan McLeod,C,BUF,25,0,0,0,0,0.0
1,8481591,Sam Poulin,R,,23,0,0,0,0,0.0
1,8478133,Jake Evans,C,MTL,28,0,0,0,0,0.0
1,8478109,Victor Olofsson,L,VGK,29,0,0,0,0,0.0
1,8475188,Brayden McNabb,D,VGK,33,0,0,0,0,0.0
1,8480336,Sean Walker,D,CAR,30,0,0,0,0,0.0
1,8477488,Brett Pesce,D,NJD,30,0,0,0,0,0.0
1,8478115,Pierre Engvall,L,NYI,28,0,0,0,0,0.0
1,8476952,Dominic Toninato,C,WPG,30,0,0,0,0,0.0
1,8480014,Gabriel Vilardi,C,WPG,25,0,0,0,0,0.0
1,8471274,Alex Goligoski,D,,39,0,0,0,0,0.0
1,8473446,Erik Johnson,D,PHI,36,0,0,0,0,0.0
1,8478452,Caleb Jones,D,LAK,27,0,0,0,0,0.0
1,8475314,Anders Lee,L,NYI,34,0,0,0,0,0.0
1,8482192,Isaak Phillips,D,CHI,23,0,0,0,0,0.0
1,8475233,David Savard,D,MTL,34,0,0,0,0,0.0
1,8481523,Kirby Dach,C,MTL,23,0,0,0,0,0.0
1,8479996,Cody Glass,C,PIT,25,0,0,0,0,0.0
1,8476879,Cody Ceci,D,SJS,31,0,0,0,0,0.0
1,8476994,Vinnie Hinostroza,C,NSH,30,0,0,0,0,0.0
1,8476392,Adam Lowry,C,WPG,31,0,0,0,0,0.0
1,8480113,Alex Iafallo,L,WPG,31,0,0,0,0,0.0
1,8475799,Nino Niederreiter,R,WPG,32,0,0,0,0,0.0
1,8476871,Tanner Pearson,L,,32,0,0,0,0,0.0
1,8479371,Dante Fabbro,D,NSH,26,0,0,0,0,0.0
1,8476393,Nick Cousins,C,OTT,31,0,0,0,0,0.0
1,8476925,Colton Sissons,C,NSH,31,0,0,0,0,0.0
1,8474574,Tyler Myers,D,VAN,34,0,0,0,0,0.0
1,8475795,Dylan McIlrath,D,WSH,32,0,0,0,0,0.0
1,8473422,Nick Foligno,L,CHI,37,0,0,0,0,0.0
1,8481186,Logan O'Connor,R,COL,28,0,0,0,0,0.0
1,8479977,Kailer Yamamoto,R,,26,0,0,0,0,0.0
1,8482176,Wyatt Kaiser,D,CHI,22,0,0,0,0,0.0
1,8479393,Noah Gregor,L,OTT,26,0,0,0,0,0.0
1,8481167,Brayden Pachal,D,CGY,25,0,0,0,0,0.0
1,8477845,Trevor van Riemsdyk,D,WSH,33,0,0,0,0,0.0
1,8482122,Brock Faber,D,MIN,22,0,0,0,0,0.0
1,8476891,Matthew Grzelcyk,D,PIT,30,0,0,0,0,0.0
1,8473533,Jordan Staal,C,CAR,36,0,0,0,0,0.0
1,8482092,Ridly Greig,C,OTT,22,0,0,0,0,0.0
1,8476525,Colin Miller,D,WPG,32,0,0,0,0,0.0
1,8476902,Esa Lindell,D,DAL,30,0,0,0,0,0.0
1,8482055,Drew O'Connor,L,PIT,26,0,0,0,0,0.0
1,8480003,Jesper Boqvist,C,FLA,26,0,0,0,0,0.0
1,8478882,Vladislav Gavrikov,D,LAK,29,0,0,0,0,0.0
1,8477979,Nicolas Aube-Kubel,R,BUF,28,0,0,0,0,0.0
1,8479543,Michael Pezzetta,L,MTL,26,0,0,0,0,0.0
1,8474034,Patrick Maroon,L,CHI,36,0,0,0,0,0.0
1,8482111,Justin Barron,D,MTL,23,0,0,0,0,0.0
1,8480035,Henri Jokiharju,D,BUF,25,0,0,0,0,0.0
1,8479346,Dillon Dube,C,,26,0,0,0,0,0.0
1,8478413,Jordan Greenway,L,BUF,27,0,0,0,0,0.0
1,8478911,Matt Roy,D,WSH,29,0,0,0,0,0.0
1,8482117,Lukas Reichel,L,CHI,22,0,0,0,0,0.0
1,8483431,Logan Cooley,C,UTA,20,0,0,0,0,0.0
1,8481522,Peyton Krebs,C,BUF,23,0,0,0,0,0.0
1,8476422,Mike Reilly,D,NYI,31,0,0,0,0,0.0
1,8475855,Jesper Fast,R,CAR,33,0,0,0,0,0.0
1,8482861,Vincent Iorio,D,WSH,22,0,0,0,0,0.0
1,8480184,Gustav Lindstrom,D,,26,0,0,0,0,0.0
1,8476960,Andreas Athanasiou,C,CHI,30,0,0,0,0,0.0
1,8480849,Barrett Hayton,C,UTA,24,0,0,0,0,0.0
1,8480789,Oliver Wahlstrom,R,NYI,24,0,0,0,0,0.0
1,8479376,Victor Mete,D,,26,0,0,0,0,0.0
1,8481598,Philip Broberg,D,STL,23,0,0,0,0,0.0
1,8479348,Kale Clague,D,BUF,26,0,0,0,0,0.0
1,8473449,Kyle Okposo,R,,36,0,0,0,0,0.0
1,8475179,Dmitry Kulikov,D,FLA,34,0,0,0,0,0.0
1,8481058,Jesse Ylonen,R,,25,0,0,0,0,0.0
1,8477989,Christian Dvorak,C,MTL,28,0,0,0,0,0.0
1,8482803,Olen Zellweger,D,ANA,21,0,0,0,0,0.0
1,8482245,Artem Zub,D,OTT,29,0,0,0,0,0.0
1,8477073,Kurtis MacDermid,L,NJD,30,0,0,0,0,0.0
1,8479353,Brett Howden,C,VGK,26,0,0,0,0,0.0
1,8477018,Ben Hutton,D,VGK,31,0,0,0,0,0.0
1,8482175,JJ Peterka,R,BUF,22,0,0,0,0,0.0
1,8475752,Tyler Pitlick,C,,33,0,0,0,0,0.0
1,8476921,Jordan Martinook,L,CAR,32,0,0,0,0,0.0
1,8476438,Brandon Saad,L,STL,32,0,0,0,0,0.0
1,8477365,Connor Clifton,D,BUF,29,0,0,0,0,0.0
1,8481535,Nils Hoglander,L,VAN,24,0,0,0,0,0.0
1,8480762,Eric Robinson,L,CAR,29,0,0,0,0,0.0
1,8477426,Nicholas Paul,L,TBL,29,0,0,0,0,0.0
1,8477919,Frederick Gaudreau,C,MIN,31,0,0,0,0,0.0
1,8481239,Samuel Fagemo,L,,24,0,0,0,0,0.0
1,8480727,Zach Whitecloud,D,VGK,28,0,0,0,0,0.0
1,8478474,Lawson Crouse,L,UTA,27,0,0,0,0,0.0
1,8477435,Ryan Graves,D,PIT,29,0,0,0,0,0.0
1,8475324,Nick Jensen,D,OTT,34,0,0,0,0,0.0
1,8480070,Ian Mitchell,D,BOS,25,0,0,0,0,0.0
1,8482087,Kaiden Guhle,D,MTL,22,0,0,0,0,0.0
1,8480001,Urho Vaakanainen,D,ANA,25,0,0,0,0,0.0
1,8484203,Bradly Nadeau,L,CAR,19,0,0,0,0,0.0
1,8478178,Darren Raddysh,D,TBL,28,0,0,0,0,0.0
1,8484254,Akito Hirose,D,VAN,25,0,0,0,0,0.0
1,8480441,Trey Fix-Wolansky,R,CBJ,25,0,0,0,0,0.0
1,8481554,Kaapo Kakko,R,NYR,23,0,0,0,0,0.0
1,8478366,Frank Vatrano,R,ANA,30,0,0,0,0,0.0
1,8478434,Keegan Kolesar,R,VGK,27,0,0,0,0,0.0
1,8480821,Filip Zadina,R,,25,0,0,0,0,0.0
1,8481704,Juuso Parssinen,C,NSH,23,0,0,0,0,0.0
1,8480011,Klim Kostin,C,SJS,25,0,0,0,0,0.0
1,8482125,Alexander Holtz,R,VGK,22,0,0,0,0,0.0
1,8479066,Ryan Lomberg,L,CGY,30,0,0,0,0,0.0
1,8481014,Alexander Romanov,D,NYI,24,0,0,0,0,0.0
1,8475220,Marcus Foligno,L,MIN,33,0,0,0,0,0.0
1,8476432,Boone Jenner,C,CBJ,31,0,0,0,0,0.0
1,8475718,Justin Holl,D,DET,32,0,0,0,0,0.0
1,8478421,A.J. Greer,L,FLA,28,0,0,0,0,0.0
1,8476988,Matt Benning,D,SJS,30,0,0,0,0,0.0
1,8477507,Nikita Zadorov,D,BOS,29,0,0,0,0,0.0
1,8482095,Tyler Kleven,D,OTT,22,0,0,0,0,0.0
1,8476461,Sean Couturier,C,PHI,32,0,0,0,0,0.0
1,8481537,Nikita Okhotiuk,D,CGY,24,0,0,0,0,0.0
1,8470966,Mark Giordano,D,,41,0,0,0,0,0.0
1,8481553,Bobby Brink,R,PHI,23,0,0,0,0,0.0
1,8478495,Denis Gurianov,R,,27,0,0,0,0,0.0
1,8479324,Ryan Lindgren,D,NYR,26,0,0,0,0,0.0
1,8470600,Ryan Suter,D,STL,39,0,0,0,0,0.0
1,8481701,Santeri Hatakka,D,NJD,23,0,0,0,0,0.0
1,8477464,Nic Petan,C,,29,0,0,0,0,0.0
1,8475790,Erik Gudbranson,D,CBJ,32,0,0,0,0,0.0
1,8478451,Ethan Bear,D,WSH,27,0,0,0,0,0.0
1,8478020,Michael Amadio,R,OTT,28,0,0,0,0,0.0
1,8476467,Jamie Oleksiak,D,SEA,32,0,0,0,0,0.0
1,8480459,Pius Suter,C,VAN,28,0,0,0,0,0.0
1,8476913,Devin Shore,C,MIN,30,0,0,0,0,0.0
1,8482101,Danil Gushchin,L,SJS,22,0,0,0,0,0.0
1,8475225,Craig Smith,C,CHI,35,0,0,0,0,0.0
1,8479370,Tyson Jost,C,CAR,26,0,0,0,0,0.0
1,8476874,Olli Maatta,D,DET,30,0,0,0,0,0.0
1,8478502,Dennis Gilbert,D,BUF,28,0,0,0,0,0.0
1,8475455,Brenden Dillon,D,NJD,34,0,0,0,0,0.0
1,8482809,Jackson Blake,R,CAR,21,0,0,0,0,0.0
1,8484149,Gavin Brindley,C,CBJ,20,0,0,0,0,0.0
1,8483468,Jiri Kulich,C,BUF,20,0,0,0,0,0.0
1,8483445,Cutter Gauthier,L,ANA,20,0,0,0,0,0.0
1,8477401,John Hayden,C,SEA,29,0,0,0,0,0.0
1,8481568,Alex Vlasic,D,CHI,23,0,0,0,0,0.0
1,8482142,Jamie Drysdale,D,PHI,22,0,0,0,0,0.0
1,8478099,Kevin Labanc,R,,29,0,0,0,0,0.0
1,8479414,Nathan Bastian,R,NJD,27,0,0,0,0,0.0
1,8480860,Kevin Bahl,D,CGY,24,0,0,0,0,0.0
1,8479369,Andrew Peeke,D,BOS,26,0,0,0,0,0.0
1,8480196,Jacob Bryson,D,BUF,27,0,0,0,0,0.0
1,8479316,Luke Kunin,C,SJS,27,0,0,0,0,0.0
1,8475208,Brian Dumoulin,D,ANA,33,0,0,0,0,0.0
1,8482148,Hendrix Lapierre,C,WSH,22,0,0,0,0,0.0
1,8474166,Alec Martinez,D,CHI,37,0,0,0,0,0.0
1,8480813,Joe Veleno,C,DET,24,0,0,0,0,0.0
1,8481521,Ronnie Attard,D,PHI,25,0,0,0,0,0.0
1,8474189,Lars Eller,C,PIT,35,0,0,0,0,0.0
1,8476873,Mark Jankowski,C,NSH,30,0,0,0,0,0.0
1,8478136,Jake Middleton,D,MIN,28,0,0,0,0,0.0
1,8476457,Adam Larsson,D,SEA,32,0,0,0,0,0.0
1,8482749,Joshua Roy,R,MTL,21,0,0,0,0,0.0
1,8479998,Mikey Anderson,D,LAK,25,0,0,0,0,0.0
1,8482747,Brennan Othmann,L,NYR,21,0,0,0,0,0.0
1,8483493,Frank Nazar,C,CHI,20,0,0,0,0,0.0
1,8475462,Radko Gudas,D,ANA,34,0,0,0,0,0.0
1,8480068,Ryan Poehling,C,PHI,25,0,0,0,0,0.0
1,8480807,Mattias Samuelsson,D,BUF,24,0,0,0,0,0.0
1,8475343,Nic Dowd,C,WSH,34,0,0,0,0,0.0
1,8475760,Nick Bjugstad,C,UTA,32,0,0,0,0,0.0
1,8477380,Jonny Brodzinski,C,NYR,31,0,0,0,0,0.0
1,8479671,Mathieu Olivier,R,CBJ,27,0,0,0,0,0.0
1,8476429,Scott Mayfield,D,NYI,32,0,0,0,0,0.0
1,8471709,Marc-Edouard Vlasic,D,SJS,37,0,0,0,0,0.0
1,8482241,Radim Zohorna,L,,28,0,0,0,0,0.0
1,8479983,Mario Ferraro,D,SJS,26,0,0,0,0,0.0
1,8478017,Mark Friedman,D,VAN,29,0,0,0,0,0.0
1,8478416,Erik Cernak,D,TBL,27,0,0,0,0,0.0
1,8480172,Jan Rutta,D,SJS,34,0,0,0,0,0.0
1,8476867,Brendan Gaunce,C,MIN,30,0,0,0,0,0.0
1,8479368,Max Jones,L,BOS,26,0,0,0,0,0.0
1,8475750,Jon Merrill,D,MIN,32,0,0,0,0,0.0
1,8478013,Jake Walman,D,SJS,28,0,0,0,0,0.0
1,8476918,Jimmy Vesey,L,NYR,31,0,0,0,0,0.0
1,8477450,Jason Dickinson,C,CHI,29,0,0,0,0,0.0
1,8479661,Tanner Jeannot,L,LAK,27,0,0,0,0,0.0
1,8477034,Jaycob Megna,D,FLA,32,0,0,0,0,0.0
1,8478399,Jonas Siegenthaler,D,NJD,27,0,0,0,0,0.0
1,8479344,Jesse Puljujarvi,R,PIT,26,0,0,0,0,0.0
1,8481599,Victor Soderstrom,D,UTA,23,0,0,0,0,0.0
1,8474040,Sam Gagner,C,,35,0,0,0,0,0.0
1,8477508,Curtis Lazar,C,NJD,29,0,0,0,0,0.0
1,8477499,Rasmus Ristolainen,D,PHI,30,0,0,0,0,0.0
1,8479514,Rem Pitlick,C,,27,0,0,0,0,0.0
1,8478430,Oliver Kylington,D,COL,27,0,0,0,0,0.0
1,8481161,Jake Christiansen,D,CBJ,25,0,0,0,0,0.0
1,8480887,Jordan Harris,D,CBJ,24,0,0,0,0,0.0
1,8477573,Nathan Walker,L,STL,30,0,0,0,0,0.0
1,8479941,Justin Danforth,R,CBJ,31,0,0,0,0,0.0
1,8479533,Joona Koppanen,L,,26,0,0,0,0,0.0
1,8479320,Maxime Lajoie,D,SEA,27,0,0,0,0,0.0
1,8478454,Noah Juulsen,D,VAN,27,0,0,0,0,0.0
1,8474568,Luke Schenn,D,NSH,35,0,0,0,0,0.0
1,8482859,Zack Ostapchuk,C,OTT,21,0,0,0,0,0.0
1,8482765,Isak Rosen,R,BUF,21,0,0,0,0,0.0
1,8477369,Carson Soucy,D,VAN,30,0,0,0,0,0.0
1,8480845,Rasmus Kupari,C,WPG,24,0,0,0,0,0.0
1,8480950,Ilya Lyubushkin,D,DAL,30,0,0,0,0,0.0
1,8483466,Kevin Korchinski,D,CHI,20,0,0,0,0,0.0
1,8474013,Ian Cole,D,UTA,35,0,0,0,0,0.0
1,8479984,Cal Foote,D,,26,0,0,0,0,0.0
1,8476889,Radek Faksa,C,STL,30,0,0,0,0,0.0
1,8477126,Jayson Megna,C,,34,0,0,0,0,0.0
1,8476624,Barclay Goodrow,C,SJS,31,0,0,0,0,0.0
1,8478432,Christian Fischer,R,DET,27,0,0,0,0,0.0
1,8475164,Jakob Silfverberg,R,,34,0,0,0,0,0.0
1,8479536,Axel Jonsson-Fjallby,L,WPG,26,0,0,0,0,0.0
1,8479378,Logan Stanley,D,WPG,26,0,0,0,0,0.0
1,8479291,Kevin Rooney,C,CGY,31,0,0,0,0,0.0
1,8479390,Taylor Raddysh,R,WSH,26,0,0,0,0,0.0
1,8481056,Spencer Stastney,D,NSH,24,0,0,0,0,0.0
1,8474009,Nick Bonino,C,,36,0,0,0,0,0.0
1,8480074,Alexandre Texier,C,STL,25,0,0,0,0,0.0
1,8482807,Ethan Del Mastro,D,CHI,21,0,0,0,0,0.0
1,8483457,Lane Hutson,D,MTL,20,0,0,0,0,0.0
1,8480796,Martin Fehervary,D,WSH,25,0,0,0,0,0.0
1,8479994,Jaret Anderson-Dolan,C,WPG,25,0,0,0,0,0.0
1,8480355,Mark Kastelic,C,BOS,25,0,0,0,0,0.0
1,8482751,Ryan Winterton,C,SEA,21,0,0,0,0,0.0
1,8482784,Zach Dean,C,STL,21,0,0,0,0,0.0
1,8482062,Cole Smith,L,NSH,29,0,0,0,0,0.0
1,8476856,Mathew Dumba,D,DAL,30,0,0,0,0,0.0
1,8479293,Brandon Tanev,L,SEA,33,0,0,0,0,0.0
1,8477903,Garnet Hathaway,R,PHI,33,0,0,0,0,0.0
1,8477851,Jordan Oesterle,D,BOS,32,0,0,0,0,0.0
1,8479458,Nikita Zaitsev,D,,33,0,0,0,0,0.0
1,8481013,Jonatan Berggren,R,DET,24,0,0,0,0,0.0
1,8481567,Henry Thrun,D,SJS,23,0,0,0,0,0.0
1,8477070,Liam O'Brien,C,UTA,30,0,0,0,0,0.0
1,8482964,Arber Xhekaj,D,MTL,23,0,0,0,0,0.0
1,8477392,Hudson Fasching,R,NYI,29,0,0,0,0,0.0
1,8475279,Ben Chiarot,D,DET,33,0,0,0,0,0.0
1,8479619,Michael Carcone,L,UTA,28,0,0,0,0,0.0
1,8478043,Sam Lafferty,C,BUF,29,0,0,0,0,0.0
1,8479986,Kole Lind,R,DAL,26,0,0,0,0,0.0
1,8478450,Parker Wotherspoon,D,BOS,27,0,0,0,0,0.0
1,8481600,Tobias Bjornfot,D,FLA,23,0,0,0,0,0.0
1,8477944,Jakub Vrana,L,,28,0,0,0,0,0.0
1,8476323,Max McCormick,L,SEA,32,0,0,0,0,0.0
1,8480292,Carson Meyer,R,ANA,27,0,0,0,0,0.0
1,8471699,Andrew Cogliano,C,,37,0,0,0,0,0.0
1,8477446,Michael McCarron,R,NSH,29,0,0,0,0,0.0
1,8476981,Josh Anderson,R,MTL,30,0,0,0,0,0.0
1,8480879,Jacob Bernard-Docker,D,OTT,24,0,0,0,0,0.0
1,8478569,Noel Acciari,C,PIT,33,0,0,0,0,0.0
1,8475231,Casey Cizikas,C,NYI,33,0,0,0,0,0.0
1,8477425,Miles Wood,L,COL,29,0,0,0,0,0.0
1,8476372,Nick Seeler,D,PHI,31,0,0,0,0,0.0
1,8474090,Brendan Smith,D,DAL,35,0,0,0,0,0.0
1,8480448,Parker Kelly,L,COL,25,0,0,0,0,0.0
1,8484258,Sam Malinski,D,COL,26,0,0,0,0,0.0
1,8480848,Ty Dellandrea,C,SJS,24,0,0,0,0,0.0
1,8475177,Calvin de Haan,D,COL,33,0,0,0,0,0.0
1,8480893,Kirill Marchenko,R,CBJ,24,0,0,0,0,0.0
1,8478067,Oskar Lindblom,L,,28,0,0,0,0,0.0
1,8474612,Travis Hamonic,D,OTT,34,0,0,0,0,0.0
1,8471686,Marc Staal,D,,37,0,0,0,0,0.0
1,8480289,Morgan Barron,C,WPG,26,0,0,0,0,0.0
1,8470610,Zach Parise,L,,40,0,0,0,0,0.0
1,8481028,Martin Pospisil,C,CGY,25,0,0,0,0,0.0
1,8481032,Paul Cotter,C,NJD,25,0,0,0,0,0.0
1,8480806,Isac Lundestrom,C,ANA,25,0,0,0,0,0.0
1,8477527,Ross Johnston,L,ANA,30,0,0,0,0,0.0
1,8478904,Steven Lorentz,C,,28,0,0,0,0,0.0
1,8480252,Cole Guttman,C,CHI,25,0,0,0,0,0.0
1,8478859,Niko Mikkola,D,FLA,28,0,0,0,0,0.0
1,8482089,Jake Neighbours,L,STL,22,0,0,0,0,0.0
1,8483619,Filip Roos,D,OTT,25,0,0,0,0,0.0
1,8479576,Vincent Desharnais,D,VAN,28,0,0,0,0,0.0
1,8473473,Milan Lucic,L,,36,0,0,0,0,0.0
1,8476278,Colin Blackwell,C,DAL,31,0,0,0,0,0.0
1,8480031,Maxime Comtois,L,,25,0,0,0,0,0.0
1,8480192,Johnathan Kovacevic,D,NJD,27,0,0,0,0,0.0
1,8478146,Matthew Highmore,C,OTT,28,0,0,0,0,0.0
1,8479718,Alex Barré-Boulet,C,MTL,27,0,0,0,0,0.0
1,8477353,Tyler Motte,C,DET,29,0,0,0,0,0.0
1,8476822,Luke Glendening,C,TBL,35,0,0,0,0,0.0
1,8478512,Austin Czarnik,C,,32,0,0,0,0,0.0
1,8479328,Julien Gauthier,R,NYI,27,0,0,0,0,0.0
1,8473504,Cal Clutterbuck,R,,37,0,0,0,0,0.0
1,8476374,Sean Kuraly,C,CBJ,31,0,0,0,0,0.0
1,8477462,Robert Hagg,D,VGK,29,0,0,0,0,0.0
1,8482079,Marco Rossi,C,MIN,23,0,0,0,0,0.0
1,8480025,MacKenzie Entwistle,R,FLA,25,0,0,0,0,0.0
1,8477482,Zachary Sanford,L,CHI,30,0,0,0,0,0.0
1,8478424,Jansen Harkins,C,ANA,27,0,0,0,0,0.0
1,8479336,Carl Grundstrom,R,SJS,27,0,0,0,0,0.0
1,8479379,Givani Smith,R,SJS,26,0,0,0,0,0.0
1,8477454,Adam Erne,L,,29,0,0,0,0,0.0
1,8471677,Jack Johnson,D,CBJ,37,0,0,0,0,0.0
1,8477931,Tomas Nosek,L,FLA,32,0,0,0,0,0.0
1,8478443,Brandon Carlo,D,BOS,28,0,0,0,0,0.0
1,8482074,Connor Zary,C,CGY,23,0,0,0,0,0.0
1,8480007,Jonas Rondbjerg,R,VGK,25,0,0,0,0,0.0
1,8475762,Derek Forbort,D,VAN,32,0,0,0,0,0.0
1,8481592,Jakob Pelletier,L,CGY,23,0,0,0,0,0.0
1,8481517,Brett Leason,R,ANA,25,0,0,0,0,0.0
1,8478021,William Lagesson,D,DET,28,0,0,0,0,0.0
1,8481006,Tyler Tucker,D,STL,24,0,0,0,0,0.0
1,8480245,Olle Lycksell,R,PHI,25,0,0,0,0,0.0
1,8479383,Boris Katchouk,L,,26,0,0,0,0,0.0
1,8475825,Jani Hakanpää,D,,32,0,0,0,0,0.0
1,8480890,Jan Jenik,C,OTT,24,0,0,0,0,0.0
1,8477846,Ryan Carpenter,C,,33,0,0,0,0,0.0
1,8474715,Cameron Atkinson,R,TBL,35,0,0,0,0,0.0
1,8477930,Pierre-Edouard Bellemare,L,,39,0,0,0,0,0.0
1,8482652,Walker Duehr,R,CGY,27,0,0,0,0,0.0
1,8481580,Connor McMichael,C,WSH,23,0,0,0,0,0.0
1,8480084,Nick DeSimone,D,NJD,30,0,0,0,0,0.0
1,8481477,Nico Sturm,C,SJS,29,0,0,0,0,0.0
1,8477971,Andreas Englund,D,LAK,28,0,0,0,0,0.0
1,8478400,Colin White,C,,27,0,0,0,0,0.0
1,8476442,Matt Nieto,L,PIT,32,0,0,0,0,0.0
1,8480226,Marián Studenic,R,,26,0,0,0,0,0.0
1,8479985,Cale Fleury,D,SEA,26,0,0,0,0,0.0
1,8474567,Zach Bogosian,D,MIN,34,0,0,0,0,0.0
1,8482511,Mason Lohrei,D,BOS,23,0,0,0,0,0.0
1,8480853,Liam Foudy,C,,24,0,0,0,0,0.0
1,8478468,Jeremy Lauzon,D,NSH,27,0,0,0,0,0.0
1,8478874,Adam Gaudette,R,OTT,28,0,0,0,0,0.0
1,8475797,Jarred Tinordi,D,,32,0,0,0,0,0.0
1,8482679,Matt Coronato,R,CGY,22,0,0,0,0,0.0
1,8476441,Joel Edmundson,D,LAK,31,0,0,0,0,0.0
1,8479423,Alex Nylander,L,,26,0,0,0,0,0.0
1,8478211,Dryden Hunt,L,CGY,29,0,0,0,0,0.0
1,8477938,Haydn Fleury,D,WPG,28,0,0,0,0,0.0
1,8479520,Brandon Duhaime,R,WSH,27,0,0,0,0,0.0
1,8481564,Ryan Johnson,D,BUF,23,0,0,0,0,0.0
1,8481641,Joel Kiviranta,L,COL,28,0,0,0,0,0.0
1,8481601,Simon Holmstrom,R,NYI,23,0,0,0,0,0.0
1,8477887,Patrick Brown,C,BOS,32,0,0,0,0,0.0
1,8480021,Jack Studnicka,C,LAK,25,0,0,0,0,0.0
1,8481518,Nolan Foote,L,NJD,24,0,0,0,0,0.0
1,8482077,Dylan Holloway,L,STL,23,0,0,0,0,0.0
1,8481609,Vladislav Kolyachonok,D,UTA,23,0,0,0,0,0.0
1,8476469,Joel Armia,R,MTL,31,0,0,0,0,0.0
1,8478477,Mitchell Stephens,C,SEA,27,0,0,0,0,0.0
1,8477810,Joel Hanley,D,CGY,33,0,0,0,0,0.0
1,8474618,Marco Scandella,D,,34,0,0,0,0,0.0
1,8477244,Chad Ruhwedel,D,NYR,34,0,0,0,0,0.0
1,8479359,Beck Malenstyn,L,BUF,26,0,0,0,0,0.0
1,8479419,Brett Murray,L,BUF,26,0,0,0,0,0.0
1,8479968,Vinni Lettieri,C,BOS,29,0,0,0,0,0.0
1,8481605,Jackson LaCombe,D,ANA,23,0,0,0,0,0.0
1,8477149,Scott Sabourin,R,SJS,32,0,0,0,0,0.0
1,8476473,Connor Murphy,D,CHI,31,0,0,0,0,0.0
1,8481541,Samuel Bolduc,D,NYI,24,0,0,0,0,0.0
1,8482470,Ilya Solovyov,D,CGY,24,0,0,0,0,0.0
1,8477335,Kyle Burroughs,D,LAK,29,0,0,0,0,0.0
1,8481743,Marc Del Gaizo,D,NSH,25,0,0,0,0,0.0
1,8477320,Anton Blidh,L,NYR,29,0,0,0,0,0.0
1,8478409,Anthony Richard,C,PHI,28,0,0,0,0,0.0
1,8471817,Ryan Reaves,R,TOR,37,63,0,0,0,4.0
1,8482730,Brandt Clarke,D,LAK,21,0,0,0,0,0.0
1,8482516,Matthew Kessel,D,STL,24,0,0,0,0,0.0
1,8482496,Nils Aman,C,VAN,24,0,0,0,0,0.0
1,8476878,Zemgus Girgensons,C,TBL,30,0,0,0,0,0.0
1,8481543,Nikita Alexandrov,C,STL,24,0,0,0,0,0.0
1,8482141,Lukas Cormier,D,VGK,22,0,0,0,0,0.0
1,8481147,Reese Johnson,C,MIN,26,0,0,0,0,0.0
1,8473453,Trevor Lewis,C,LAK,37,0,0,0,0,0.0
1,8480990,Declan Chisholm,D,MIN,24,0,0,0,0,0.0
1,8480823,Alexander Alexeyev,D,WSH,25,0,0,0,0,0.0
1,8479772,Zack MacEwen,R,OTT,28,0,0,0,0,0.0
1,8481719,Maxwell Crozier,D,TBL,24,0,0,0,0,0.0
1,8484287,Cole McWard,D,VAN,23,0,0,0,0,0.0
1,8482094,Daemon Hunt,D,MIN,22,0,0,0,0,0.0
1,8482858,Ryker Evans,D,SEA,23,0,0,0,0,0.0
1,8482166,Shakir Mukhamadullin,D,SJS,22,0,0,0,0,0.0
1,8478028,Fredrik Olofsson,L,,28,0,0,0,0,0.0
1,8481716,Dmitri Voronkov,L,CBJ,24,0,0,0,0,0.0
1,8481532,Alex Turcotte,C,LAK,23,0,0,0,0,0.0
1,8480880,Jakub Lauko,C,MIN,24,0,0,0,0,0.0
1,8482250,Callahan Burke,C,VGK,27,0,0,0,0,0.0
1,8483630,Pavol Regenda,L,ANA,25,0,0,0,0,0.0
1,8475842,Sam Carrick,C,NYR,32,0,0,0,0,0.0
1,8480281,Alexey Toropchenko,R,STL,25,0,0,0,0,0.0
1,8474709,Matt Martin,L,,35,0,0,0,0,0.0
1,8483763,Maksymilian Szuber,D,UTA,22,0,0,0,0,0.0
1,8482144,Jack Thompson,D,SJS,22,0,0,0,0,0.0
1,8482165,Yan Kuznetsov,D,CGY,22,0,0,0,0,0.0
1,8476934,Brock McGinn,L,ANA,30,0,0,0,0,0.0
1,8478508,Yakov Trenin,C,MIN,27,0,0,0,0,0.0
1,8482157,Will Cuylle,L,NYR,22,0,0,0,0,0.0
